Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ВЕТЕРАНОВ (ПЕНСИОНЕРОВ) ВОЙНЫ, ТРУДА, ВООРУЖЕННЫХ СИЛ И ПРАВООХРАНИТЕЛЬНЫХ ОРГАНОВ СПАССКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ",МОО ВЕТЕРАНОВ СПАССКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ,1185835018632,"442600, Пензенская обл., Спасский район, г. Спасск, ул. Коммунальная, д. 2", 53.919239, 43.178162,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/penzenskaya-oblast-spasski-raion/oo-veteranov-spasskogo-raiona-penzenskoi-oblasti-inn-5807001019-ogrn-1185835018632-7e357e6e4e7f0b8ae0531b9aa8c0deb9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЖИЛИЩНОЕ ХОЗЯЙСТВО ""ЦЕНТР""",ООО ЖХ ЦЕНТР,5805008548,"442895, Пензенская обл, м.р-н Сердобский, г.п. город Сердобск, г Сердобск, ул Гоголя, зд. 20Б", 52.457636, 44.205020,68.32.1,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,https://spark-interfax.ru/penzenskaya-oblast-serdobski-raion/ooo-tsentr-inn-5805008548-ogrn-1055800715739-1f065752249b4bc4bb80a10b3867efba
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬБАТРОС""",ООО АЛЬБАТРОС,5805012054,"442895, Пензенская обл., г. Сердобск, ул. М.Горького, д. 255 кв. 32", 52.479464, 44.217689,45.20,Техническое обслуживание и ремонт автотранспортных средств,https://spark-interfax.ru/penzenskaya-oblast-serdobski-raion/ooo-albatros-inn-5805012054-ogrn-1115805001927-6178899236467e1ce0531b9aa8c027ab
"ПЕРВИЧНАЯ ОРГАНИЗАЦИЯ АКЦИОНЕРНОГО ОБЩЕСТВА ""СЕРДОБСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД"" ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ АВТОМОБИЛЬНОГО И СЕЛЬСКОХОЗЯЙСТВЕННОГО МАШИНОСТРОЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",ПЕРВИЧНАЯ ОРГАНИЗАЦИЯ АО СМЗ ПРОФЕССИОНАЛЬНОГО СОЮЗА АСМ РФ,1025800001611,"442891, Пензенская обл., Сердобский район, г. Сердобск, ул. Вокзальная, зд. 10", 52.464905, 44.197860,94.20,Деятельность профессиональных союзов,https://spark-interfax.ru/penzenskaya-oblast-serdobski-raion/ppo-smz-professionalnogo-soyuza-asm-rf-inn-5805003902-ogrn-1025800001611-6906d9918a5d226ae0531b9aa8c04bb6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНЫЙ ЦЕНТР КОМПЕТЕНЦИЙ В СФЕРЕ ПРОИЗВОДИТЕЛЬНОСТИ ТРУДА САМАРСКОЙ ОБЛАСТИ""",АНО РЦК СО,1216300048183,"443110, Самарская обл, г.о. Самара, вн.р-н Октябрьский, г Самара, ул Радонежская, д. 1, этаж 2, ком. 26, 27, 29-33", 53.205242, 50.141389,63.99.1,Деятельность по оказанию консультационных и информационных услуг,https://spark-interfax.ru/samarskaya-oblast-samara/ano-rtsk-so-inn-6316274640-ogrn-1216300048183-ce847e444c191191e053219aa8c06944
НЕФТЕГОРСКОЕ РАЙОННОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО,НЕФТЕГОРСКОЕ РАЙПО,6377000573,"446600, Самарская обл., Нефтегорский район, г. Нефтегорск, проспект Победы, д. 18", 52.797521, 51.165485,10.71,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",https://spark-interfax.ru/samarskaya-oblast-neftegorski-raion/pob-neftegorskoe-raipo-inn-6377000573-ogrn-1026303858899-6906d9578ba0226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СОЦИАЛЬНОЙ И ТРУДОВОЙ ИНТЕГРАЦИИ""",ООО ЦЕНТР СИТИ,6318074358,"443076, Самарская обл, г.о. Самара, вн.р-н Советский, г Самара, ул Аэродромная, д. 73, офис 200А", 53.190360, 50.197553,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-tsentr-siti-inn-6318074358-ogrn-1246300016093-1a6d3b1f9e66629ee063259aa8c0276a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р.О.С.АГРОСТАЛЬ""",ООО Р.О.С.АГРОСТАЛЬ,6350030556,"446442, Самарская обл, г.о. Кинель, пгт Усть-Кинельский, ул Овражная, двлд. 19", 53.267385, 50.585252,25.99,"Производство прочих готовых металлических изделий, не включенных в другие группировки",https://spark-interfax.ru/samarskaya-oblast-kinel/ooo-r-o-s-agrostal-inn-6350030556-ogrn-1246300008987-14ed1245d5ff7e28e063259aa8c0dd23
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРУПСКАЯ""",ООО КРУПСКАЯ,6375006795,"446192, Самарская обл, м.р-н Большеглушицкий, с.п. Малая Глушица, с Константиновка, ул Центральная, д. 21", 52.448536, 50.153885,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-krupskaya-inn-6375006795-ogrn-1236300031571-24ed6944e6be42f29e77b384b0e226ad
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРС""",ООО ИРС,6372013032,"446351, Самарская обл., Кинель-Черкасский район, пос. Вязники, ул. Молодежная, д. 3 офис 2", 53.364040, 51.670566,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/ooo-irs-inn-6372013032-ogrn-1086372000440-e94c96ccaaf049a4894c25025cd4f78b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАСЛЕН АГРО""",ООО ПАСЛЕН АГРО,6367042126,"443538, Самарская обл, м.р-н Волжский, с.п. Черновский, п Черновский, ул Солана, зд. 1, офис 1", 53.184225, 50.459119,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/ooo-paslen-agro-inn-6367042126-ogrn-1046302390298-eec441e11c98455cb4c6ca2d61b66378
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""",ООО ФЕНИКС,6375002896,"446281, Самарская обл., Большечерниговский район, пос. Пекилянка, ул. Молодежная, д. 9", 52.233769, 50.678874,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-feniks-inn-6375002896-ogrn-1156375000099-a56da1431d3348a7ac7cdb3e2cda588e
КОЛХОЗ ИМЕНИ ЧАПАЕВА,КОЛХОЗ ИМЕНИ ЧАПАЕВА,6366000733,"446684, Самарская обл., Борский район, с. Подсолнечное, ул. Центральная, д. 56", 53.151238, 52.019049,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-borski-raion/kolkhoz-kolkhoz-imeni-chapaeva-inn-6366000733-ogrn-1026303400804-0fd1a6af39a4401abdc96244c74257c2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХТРАНССТРОЙ-АГРО""",ООО ТТС-АГРО,6364004348,"446190, Самарская обл., Большеглушицкий район, с. Большая Дергуновка, ул. Советская, д. 95", 52.490531, 50.328487,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-tts-agro-inn-6364004348-ogrn-1046302832322-7a7d6167387b456da52b1f304bfd3a58
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ""ШАНС""",КХ ШАНС,1026303400705,"446667, Самарская обл., Борский район, с. Долматовка, ул. Молодежная, д. 14", 53.132284, 51.735226,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-borski-raion/kfkh-shans-inn-6366004128-ogrn-1026303400705-6906d9579e6b226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮМИЛАЙМ""",ООО ЮМИЛАЙМ,6375192710,"446270, Самарская обл., Большечерниговский район, пос. Шумовский, ул. Советская, д. 26", 52.056175, 50.654520,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-yumilaim-inn-6375192710-ogrn-1076375000525-f5c3209626a34429961602a26a90680c
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОГОРСКОЕ""",АО КРАСНОГОРСКОЕ,6330095795,"446225, Самарская обл, м.р-н Безенчукский, с.п. Переволоки, с Переволоки, ул Фасадная, д. 2", 52.887577, 49.319794,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-bezenchukski-raion/ao-krasnogorskoe-inn-6330095795-ogrn-1216300056367-6906d9578851226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРАВДА""",ООО СПП ПРАВДА,6375194203,"446194, Самарская обл., Большеглушицкий район, с. Александровка, ул. Алексея Афанасьева, д. 172", 52.610245, 50.603353,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-spp-pravda-inn-6375194203-ogrn-1106375000159-ee6be272b47240e3b3a7b40948c6ea51
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНАЯ НИВА""",ООО СЕВЕРНАЯ НИВА,6330065543,"446587, Самарская обл., Исаклинский район, пос. Сокский, ул. Парковая, д. 4", 54.066961, 51.861277,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/ooo-severnaya-niva-inn-6330065543-ogrn-1156330000650-e85f748232db411a9fedbaa3990322cf
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ХВАЛЫНСКОЕ""",ООО СХП ХВАЛЫНСКОЕ,6372007938,"446328, Самарская обл., Кинель-Черкасский район, с. Муханово, ул. Школьная, д. 2", 53.339057, 51.292555,01.11.3,Выращивание семян масличных культур,https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/ooo-khvalynskoe-inn-6372007938-ogrn-1026303716416-f72fa13f09664c2a879cd59154e13bdd
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОТЕРРА""",ООО БИОТЕРРА,6330082588,"446587, Самарская обл, м.р-н Исаклинский, с.п. Старое Вечканово, п Сокский, ул Парковая, д. 4", 54.066961, 51.861277,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/ooo-bioterra-inn-6330082588-ogrn-1186313059635-7074ff483c222556e0531b9aa8c086a6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПЫТНО-ПРОИЗВОДСТВЕННОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОКРОВСКОЕ""",ООО ОП СХП ПОКРОВСКОЕ,6377002130,"446660, Самарская обл., Борский район, пос. Новоборский, ул. Производственная, д. 3", 53.045827, 51.742888,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-borski-raion/ooo-op-skhp-pokrovskoe-inn-6377002130-ogrn-1176313010917-58870d59215b468c8fcb7648a7322e57
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЛОЕ ИННОВАЦИОННОЕ ПРЕДПРИЯТИЕ ""АГРОАКАДЕМИЯ""",ООО МИП АГРОАКАДЕМИЯ,6350021135,"446442, Самарская обл., г. Кинель, пгт. Усть-Кинельский, ул. Элитная, зд. 1", 53.272320, 50.561946,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-kinel/ooo-mip-agroakademiya-inn-6350021135-ogrn-1146350000279-899581f3274e47dea536f4d603b7dd1a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОКОМ""",ООО АГРОКОМ,6371007163,"446402, Самарская обл., Кинельский район, с. Сырейка, ул. Первомайская, д. 11", 53.344302, 50.522434,01.42.12,"Разведение племенного мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/ooo-agrokom-inn-6371007163-ogrn-1046301840606-5256effd7aed48a08d7779239ca07d61
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКОЕ ПОЛЕ""",ООО РУССКОЕ ПОЛЕ,6376022550,"446382, Самарская обл., Красноярский район, с. Тремасово, ул. Дачная, д. 4А", 53.759580, 50.502520,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-krasnoyarski-raion/ooo-russkoe-pole-inn-6376022550-ogrn-1126376000607-53386a340c3f42e7b668df8e75b2dc82
"КОЛХОЗ ""КРАСНАЯ ПОЛЯНА""",КОЛХОЗ КРАСНАЯ ПОЛЯНА,6373000734,"446968, Самарская обл., Клявлинский район, с. Ойкино, ул. Центральная", 54.399777, 51.840538,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-klyavlinski-raion/kolkhoz-krasnaya-polyana-inn-6373000734-ogrn-1026303655806-6178895e49fe7e1ce0531b9aa8c027ab
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ""АРТЕМОВО""",КХ АРТЕМОВО,1036301840937,"446408, Самарская обл, м.р-н Кинельский, с.п. Домашка, с Парфеновка, ул Комсомольская, д. 12, помещ. 2", 52.942309, 50.619647,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/kfkh-artemovo-inn-6371005110-ogrn-1036301840937-6906d9586c46226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПИКС""",ООО АПИКС,6375005030,"446290, Самарская обл., Большечерниговский район, с. Большая Черниговка, ул. Аэродромная, д. 25", 52.089785, 50.864432,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-apiks-inn-6375005030-ogrn-1196313043728-8935d05c2a88579fe0531b9aa8c0dd06
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗУБР""",ООО ЗУБР,6318158470,"446351, Самарская обл., Кинель-Черкасский район, с. Кинель-Черкассы, ул. Кузнецкая, д. 9", 53.467343, 51.488089,01.70,"Охота, отлов и отстрел диких животных, включая предоставление услуг в этих областях",https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/ooo-zubr-inn-6318158470-ogrn-1066318035893-7e820568b13c4f40ace977fbbb331700
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР""",ООО ЛИДЕР,6317121196,"443099, Самарская обл., г. Самара, ул. Водников, д. 60 ком. 54-28", 53.184416, 50.078918,46.21.11,Торговля оптовая зерном,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-lider-inn-6317121196-ogrn-1176313085585-5b017b2da7d67deee0531c9aa8c05cf6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОФИРМА ""ПОВОЛЖЬЕ""",ООО АГРОФИРМА ПОВОЛЖЬЕ,6325053542,"446725, Самарская обл, м.р-н Шигонский, с.п. Подвалье, с Подвалье, ул Колхозная, зд. 41А", 53.683999, 48.832591,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/ooo-povolzhe-inn-6325053542-ogrn-1106325001078-970ef6a0dc844eb092df890608920777
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ""ВАТРА""",КХ ВАТРА,1026303401233,"446673, Самарская обл., Борский район, с. Заплавное, ул. Курская, д. 28 кв. 1", 52.974898, 51.710142,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-borski-raion/kfkh-vatra-inn-6366004336-ogrn-1026303401233-6906d957e74f226ae0531b9aa8c04bb6
КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ЩЕРБАКОВА ЛЕОНИДА ВИКТОРОВИЧА,КФХ ЩЕРБАКОВА Л.В.,1026303859130,"446654, Самарская обл., Алексеевский район, с. Гавриловка, ул. Синичкина, д. 6 кв. 1", 52.453583, 51.334551,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-alekseevski-raion/kfkh-shcherbakova-l-v-inn-6361000881-ogrn-1026303859130-6906d957aa7a226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПСМ""",ООО ПСМ,6350025147,"446412, Самарская обл., Кинельский район, ст. Тургеневка, ул. Новая, зд. 28", 53.255033, 50.846905,49.41,Деятельность автомобильного грузового транспорта,https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/ooo-psm-inn-6350025147-ogrn-1176313080481-59c49cf894f37957e0531c9aa8c049b6
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""САМАРСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""СОЮЗ ЖУРНАЛИСТОВ РОССИИ""","САМАРСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ СОЮЗА ЖУРНАЛИСТОВ РОССИИ, СОО СЖР, САМАРСКОЕ ОТДЕЛЕНИЕ СОЮЗА ЖУРНАЛИСТОВ РОССИИ",1026300003432,"443001, Самарская обл., г. Самара, ул. Самарская, д. 179", 53.197162, 50.109161,94.12,Деятельность профессиональных членских организаций,https://spark-interfax.ru/samarskaya-oblast-samara/oo-samarskoe-oblastnoe-otdelenie-soyuza-zhurnalistov-rossii-soo-szhr-samarskoe-otdelenie-soyuza-zhurnalistov-rossii-inn-6316008487-ogrn-10-6906d957dc8e226ae0531b9aa8c04bb6
"САМАРСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОСЕТИНСКИЙ НАЦИОНАЛЬНО-КУЛЬТУРНЫЙ ЦЕНТР ""АЛАНИЯ""",ОНКЦ АЛАНИЯ,1036303393048,"443099, Самарская обл., г. Самара, ул. Степана Разина, д. 94", 53.187358, 50.085330,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/samarskaya-oblast-samara/oo-alaniya-inn-6317040564-ogrn-1036303393048-6906d9587723226ae0531b9aa8c04bb6
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СТАНЦИЯ АГРОХИМИЧЕСКОЙ СЛУЖБЫ ""САМАРСКАЯ""",ФГБУ САС САМАРСКАЯ,1026301717870,"443081, Самарская обл., г. Самара, ул. Ново-Вокзальная, д. 112Б", 53.231751, 50.220705,01.61,Предоставление услуг в области растениеводства,https://spark-interfax.ru/samarskaya-oblast-samara/fgbu-sas-samarskaya-inn-6319018518-ogrn-1026301717870-6906d9584dcc226ae0531b9aa8c04bb6
"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НАШ ДОМ""",ТСЖ НАШ ДОМ,1116375000422,"446194, Самарская обл., Большеглушицкий район, с. Александровка, ул. Центральная, д. 43 кв. 7", 52.604671, 50.599917,68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/tszh-nash-dom-inn-6375194933-ogrn-1116375000422-6906d9593834226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОПАВЛОВСКОЕ""",ООО НОВОПАВЛОВСКОЕ,6375002279,"446183, Самарская обл, м.р-н Большеглушицкий, с.п. Новопавловка, с Новопавловка, ул Советская, зд. 39", 52.421557, 50.565631,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-novopavlovskoe-inn-6375002279-ogrn-1146375000298-d2ac7faca1494c879d926a2891d7303e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТЕПНЫЕ ПРОСТОРЫ""",ООО СТЕПНЫЕ ПРОСТОРЫ,6375190390,"446193, Самарская обл., Большеглушицкий район, с. Мокша, ул. Юбилейная, д. 7", 52.669890, 50.415143,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-stepnye-prostory-inn-6375190390-ogrn-1056375005807-beee76dda00d4ce393a281b55f892872
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛОС""",ООО КОЛОС,6375190424,"446275, Самарская обл., Большечерниговский район, пос. Восточный, ул. Центральная, д. 60", 51.949176, 51.097519,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-kolos-inn-6375190424-ogrn-1056375006445-da7f011d9110483c8ac66359da3a4879
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" К.Х.ВОЛГАРЬ""",ООО К.Х.ВОЛГАРЬ,6364004179,"446185, Самарская обл., Большеглушицкий район, пос. Фрунзенский, ул. Шоферская, д. 2", 52.399156, 50.798199,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/ooo-k-kh-volgar-inn-6364004179-ogrn-1046302280199-f02c8d59a65b46a8b9d270f58ef0cce3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАЛЬНИКОВ""",ООО МЕТАЛЬНИКОВ,6316180495,"443110, Самарская обл., г. Самара, ул. Осипенко, д. 2 офис 109", 53.213329, 50.130451,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-metalnikov-inn-6316180495-ogrn-1126316010094-872037894f8444ee93b31f8eebc4f586
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМ. ТАРАСА ШЕВЧЕНКО""",ООО ИМ. ТАРАСА ШЕВЧЕНКО,6367054724,"443523, Самарская обл., Волжский район, пос. Тридцатый, ул. Советская, д. 19", 52.748361, 50.447993,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/ooo-im-tarasa-shevchenko-inn-6367054724-ogrn-1076367000632-bbfd4a630ba14289a331439973e85033
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-АЛЬЯНС""",ООО АГРО-АЛЬЯНС,6318177177,"443036, Самарская обл, г.о. Самара, вн.р-н Железнодорожный, г Самара, ул Неверова, д. 33, офис 435", 53.182965, 50.124265,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-agro-alyans-inn-6318177177-ogrn-1086318002154-8af9a4b0859c44179dbe6766808876e8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКИЙ ХЛЕБ""",ООО РУССКИЙ ХЛЕБ,6378000777,"446178, Самарская обл., Пестравский район, с. Майское, ул. Шоссейная, д. 6 ком. 10", 52.268429, 50.045912,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-pestravski-raion/ooo-russki-khleb-inn-6378000777-ogrn-1026303781536-24bb08cc1e044d2690ddd48621476935
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОРЕСУРС""",ООО АГРОРЕСУРС,6375195006,"446165, Самарская обл., Пестравский район, с. Тяглое Озеро, ул. Приозерная, д. 67", 52.340166, 49.923304,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-pestravski-raion/ooo-agroresurs-inn-6375195006-ogrn-1116375000499-b5cc9b3c7da0444b98832a5718368f77
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОКОРМ""",ООО ЭКОКОРМ,3601011500,"396204, Воронежская обл., Аннинский район, с. Николаевка, ул. Юбилейная, д. 32", 51.299076, 40.848728,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-anninski-raion/ooo-ekokorm-inn-3601011500-ogrn-1163668092268-7ef147e5393a4f4a98a7a16d8646e33e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОННЫЙ ЗАВОД ""ЧЕСМЕНСКИЙ """,ООО КОННЫЙ ЗАВОД ЧЕСМЕНСКИЙ,3602008845,"397733, Воронежская обл., Бобровский район, с. Чесменка, ул. Конезавод 20, д. 30", 51.289749, 40.168617,01.43.1,"Разведение лошадей, ослов, мулов, лошаков",https://spark-interfax.ru/voronezhskaya-oblast-bobrovski-raion/ooo-konny-zavod-chesmenski-inn-3602008845-ogrn-1063652011004-451d5d64457d4a7da936d09222a4159d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОБЕДА""",ООО ПОБЕДА,3630002789,"397117, Воронежская обл., Терновский район, пос. Дубровка, ул. Лесная, зд. 8В", 51.620129, 41.142624,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-ternovski-raion/ooo-pobeda-inn-3630002789-ogrn-1023600607469-e31fcac72702414aae9a298c3708522a
