Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""ТСК АГРО""",ООО АПК ТСК АГРО,6381019954,"446544, Самарская обл., Сергиевский район, с. Большая Чесноковка, зд. 68/141 этаж 1", 53.783989, 50.747191,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-sergievski-raion/ooo-tsk-agro-inn-6381019954-ogrn-1176313014943-b84ca791f08f45d7bc5988818e20b833
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕГА""",ООО ВЕГА,6383001085,"446073, Самарская обл., Сызранский район, пос. Варламово, ул. Демидовская, д. 2", 53.189700, 48.422600,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,https://spark-interfax.ru/samarskaya-oblast-syzranski-raion/ooo-vega-inn-6383001085-ogrn-1026303056075-f372c27593094b2e8060876611a4b6fe
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЧЕБНЫЙ СПОРТИВНО-ПЕДАГОГИЧЕСКИЙ ЦЕНТР""",ООО УЧЕБНЫЙ СПОРТИВНО-ПЕДАГОГИЧЕСКИЙ ЦЕНТР,6319251507,"443122, Самарская обл, г.о. Самара, вн.р-н Промышленный, г Самара, ул Молодежная, д. 9, офис 29", 53.257285, 50.223854,85.21,Образование профессиональное среднее,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-uchebny-sportivno-pedagogicheski-tsentr-inn-6319251507-ogrn-1216300007483-bbd0e214d4553362e053219aa8c08250
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО РАЗВИТИЮ ИНСТИТУТА СЕМЬИ ""ЛИГА СЕМЕЙНОГО ЗДОРОВЬЯ""",АНО ЛИГА СЕМЕЙНОГО ЗДОРОВЬЯ,1226300046830,"443031, Самарская обл, г.о. Самара, вн.р-н Промышленный, г Самара, ул Ташкентская, д. 246А, кв. 109", 53.268937, 50.220024,88.99,"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",https://spark-interfax.ru/samarskaya-oblast-samara/ano-liga-semeinogo-zdorovya-inn-6319259376-ogrn-1226300046830-eef8ad7b618f5495e053249aa8c0d095
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО РАЗВИТИЮ СОЦИАЛЬНЫХ ИННОВАЦИЙ ""КУЛЬТУРНАЯ СРЕДА""",АНО КУЛЬТУРНАЯ СРЕДА,1236300000331,"443029, Самарская обл, г.о. Самара, вн.р-н Промышленный, г Самара, просека 7-я, д. 98, кв. 1", 53.198627, 50.113987,90.04.2,Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания,https://spark-interfax.ru/samarskaya-oblast-samara/ano-kulturnaya-sreda-inn-6319259672-ogrn-1236300000331-f245aa3dbd6b699ce053249aa8c0cff3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСПЫШКА""",ООО ВСПЫШКА,6318007023,"443045, Самарская обл., г. Самара, ул. Авроры, д. 169 кв. 15", 53.203515, 50.190324,73.11,Деятельность рекламных агентств,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-vspyshka-inn-6318007023-ogrn-1156313044007-4798c3f21f3e4d349296861c217e8753
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА СПОРТИВНОГО ИНВЕНТАРЯ ""АНАЛИТИКА""",ООО ФСИ АНАЛИТИКА,6330082683,"443532, Самарская обл., Волжский район, пос. Верхняя Подстепновка, ул. Специалистов, зд. 16Б ком. 1", 53.083324, 50.092034,32.30,Производство спортивных товаров,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/ooo-fsi-analitika-inn-6330082683-ogrn-1186313060592-2ebb40813e3c4cd0903692beacb8aea4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРФЕНОН""",ООО ПАРФЕНОН,6319160730,"443084, Самарская обл., г. Самара, шоссе Московское, д. 163Б этаж 2", 53.246899, 50.217648,47.65,Торговля розничная играми и игрушками в специализированных магазинах,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-parfenon-inn-6319160730-ogrn-1126319003128-7895f76f6825454f8af829bd7fd99f8e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""",ООО РОДИНА,6375194588,"446297, Самарская обл., Большечерниговский район, пос. Краснооктябрьский, ул. Заречная, д. 56 офис 1", 52.156680, 51.136666,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-rodina-inn-6375194588-ogrn-1106375000511-36e480bd7b574713a9bc1afebbb8cd5c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЬ""",ООО РУСЬ,6365004460,"446292, Самарская обл., Большечерниговский район, пос. Глушицкий, ул. Шоссейная, д. 6", 52.156463, 50.435260,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-rus-inn-6365004460-ogrn-1046302831630-5d74cd797f424b708e4589bf498a866f
КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ИМЕНИ ГАЙДАРА,КХ ИМ.ГАЙДАРА,1026303715393,"446347, Самарская обл, м.р-н Кинель-Черкасский, с.п. Ерзовка, с Ерзовка, ул Центральная, зд. 76А", 53.497930, 51.659007,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/kfkh-im-gaidara-inn-6372002344-ogrn-1026303715393-6906d957a0f1226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САДОВОД""",ООО САДОВОД,6355004366,"446048, Самарская обл., Сызранский район, с. Лесная Поляна, ул. Садовая, зд. 8", 53.261617, 48.773746,01.25.1,Выращивание прочих плодовых и ягодных культур,https://spark-interfax.ru/samarskaya-oblast-syzranski-raion/ooo-sadovod-inn-6355004366-ogrn-1046301255219-db30b57a82c44288919448a4ad5d5da4
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""КЕДР""",КФХ КЕДР,1026303859416,"446613, Самарская обл., Нефтегорский район, с. Богдановка, ул. Наречная, д. 12", 52.701790, 50.757965,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-neftegorski-raion/kfkh-kedr-inn-6377001506-ogrn-1026303859416-6906d957ec7a226ae0531b9aa8c04bb6
АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА БОРСКИЙ САМАРСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА БОРСКИЙ САМАРСКОЙ ОБЛАСТИ,1026303398791,"446660, Самарская обл., Борский район, с. Борское, ул. Октябрьская, д. 57", 53.028092, 51.698723,84.11.3,Деятельность органов местного самоуправления по управлению вопросами общего характера,https://spark-interfax.ru/samarskaya-oblast-borski-raion/mku-administratsiya-munitsipalnogo-raiona-borski-samarskoi-oblasti-inn-6366000187-ogrn-1026303398791-6906d9584d08226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛНА""",ОООВОЛНА,6375193217,"446293, Самарская обл., Большечерниговский район, с. Благодатовка, ул. Шоссейная, д. 1", 52.228635, 50.441925,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-volna-inn-6375193217-ogrn-1086375000194-0e88a208571a4031b457b397887a6e7d
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ХЛЕБОРОБ""",СПК ХЛЕБОРОБ,6357960127,"446468, Самарская обл., Похвистневский район, с. Малый Толкай, ул. Молодежная, зд. 2", 53.515116, 51.790127,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/koop-khleborob-inn-6357960127-ogrn-1046301959032-afb92287f38047beb1cc3ac3a9040335
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСИНКА""",АО РОСИНКА,6384000334,"445581, Самарская обл., Хворостянский район, с. Владимировка, ул. В.Суркова", 52.709149, 48.931936,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/ao-rosinka-inn-6384000334-ogrn-1026303885761-a993721e48a94423816f04a06ec14180
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ""АГРО ВЕК""",ООО СХП АГРО ВЕК,6316227552,"446596, Самарская обл, м.р-н Исаклинский, с.п. Новое Ганькино, с Новое Ганькино, ул Иванова, двлд. 52", 53.946752, 51.832268,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/ooo-agro-vek-inn-6316227552-ogrn-1166313145602-0c22911a0ebc49009b80e3d53e8f739f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСГАЗ-ТОЛЬЯТТИ""",ООО МАКСГАЗ-ТОЛЬЯТТИ,6324078632,"445004, Самарская обл., г. Тольятти, ул. Кирова, д. 32", 53.534022, 49.397205,45.20,Техническое обслуживание и ремонт автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-maksgaz-tolyatti-inn-6324078632-ogrn-1176313008300-fcd9bf27083b413c83d54dc7d43f3368
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ КРЕДИТНЫЙ КООПЕРАТИВ ""ХВОРОСТЯНСКИЙ""",СПКК ХВОРОСТЯНСКИЙ,6362010473,"445590, Самарская обл., Хворостянский район, с. Хворостянка, пл. Плясункова, д. 1", 52.614011, 48.962556,64.92.1,Деятельность по предоставлению потребительского кредита,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/koop-khvorostyanski-inn-6362010473-ogrn-1036302062224-6906d95854a2226ae0531b9aa8c04bb6
КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ОСОКИНА НИКОЛАЯ ВАСИЛЬЕВИЧА,КХ ОСОКИНА Н.В.,1026303892394,"445592, Самарская обл., Хворостянский район, пос. Высотино, ул. Лесная, д. 26", 52.756868, 48.815907,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/kfkh-osokina-n-v-inn-6384004836-ogrn-1026303892394-6906d957c78b226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ЭЛЕН""",К/Х ЭЛЕН,1026303462338,"446194, Самарская обл., Большеглушицкий район, с. Александровка, ул. Шоссейная, д. 75", 52.607754, 50.605581,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-bolsheglushitski-raion/kfkh-elen-inn-6364002140-ogrn-1026303462338-6906d957aa5e226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ДВА КЛЮЧА""",ООО СХП ДВА КЛЮЧА,6369010458,"446572, Самарская обл., Исаклинский район, д. Два Ключа, ул. Новая, д. 3", 54.088655, 51.578915,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/ooo-dva-klyucha-inn-6369010458-ogrn-1066369001390-29353422d0884209acf925d3e13153ce
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОГАЗ""",ООО ЭКОГАЗ,6357041941,"446498, Самарская обл., Похвистневский район, с. Алькино, ул. Школьная, д. 18", 53.730897, 52.248811,47.78.6,"Торговля розничная бытовым жидким котельным топливом, газом в баллонах, углем, древесным топливом, топливным торфом в специализированных магазинах",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/ooo-ekogaz-inn-6357041941-ogrn-1026303314201-0a51eb3c9fe84cd2953c967b9661f8e1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТИНЕНТ-ДЕВЕЛОПМЕНТ""",ООО КОНТИНЕНТ-ДЕВЕЛОПМЕНТ,6315569560,"446374, Самарская обл, м.р-н Красноярский, с.п. Коммунарский, п Светлый Луч, ул Лесная, д. 38", 53.696194, 50.269642,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей",https://spark-interfax.ru/samarskaya-oblast-krasnoyarski-raion/ooo-kontinent-development-inn-6315569560-ogrn-1046300444541-9bca58d64f134e309d2ab8affc50280d
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ИВОЛГА""",КФХ ИВОЛГА,1026303859999,"446613, Самарская обл., Нефтегорский район, с. Богдановка, пер. Автовокзальный, д. 2 офис 1", 52.708073, 50.760256,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-neftegorski-raion/kfkh-ivolga-inn-6377002323-ogrn-1026303859999-1e4a6b76fa4e4c85a939bf2d7affc629
СОБРАНИЕ ПРЕДСТАВИТЕЛЕЙ СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛИПОВКА МУНИЦИПАЛЬНОГО РАЙОНА ХВОРОСТЯНСКИЙ САМАРСКОЙ ОБЛАСТИ,СОБРАНИЕ ПРЕДСТАВИТЕЛЕЙ СЕЛЬСКОГО ПОСЕЛЕНИЯ ЛИПОВКА,1056362022750,"445594, Самарская обл., Хворостянский район, с. Липовка, ул. Лесная, д. 15 кв. 1", 52.628106, 49.160197,84.11.35,Деятельность органов местного самоуправления городских округов,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/mku-sobranie-predstavitelei-selskogo-poseleniya-lipovka-inn-6362011974-ogrn-1056362022750-6906d958990b226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКИЙ СТРОЙФАРФОР""",ООО САМАРСКИЙ СТРОЙФАРФОР,6367006248,"443548, Самарская обл, м.р-н Волжский, г.п. Смышляевка, тер. Промзона, ул Мостовая, зд. 6", 53.249905, 50.400173,23.31,Производство керамических плит и плиток,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/ooo-samarski-stroifarfor-inn-6367006248-ogrn-1026303508857-43fefd9c316c4989937a756ec4959112
"МЕСТНАЯ МУСУЛЬМАНСКАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""МЕЧЕТЬ ПОСЕЛКА ОСИНКИ"" БЕЗЕНЧУКСКОГО РАЙОНА САМАРСКОЙ ОБЛАСТИ",МЕЧЕТЬ П. ОСИНКИ,1036303384908,"446237, Самарская обл., Безенчукский район, пгт. Осинки, ул. Центральная, д. 15А", 52.842409, 49.509406,94.91,Деятельность религиозных организаций,https://spark-interfax.ru/samarskaya-oblast-bezenchukski-raion/ro-mechet-p-osinki-inn-6362007840-ogrn-1036303384908-6906d9583ed0226ae0531b9aa8c04bb6
КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ПАХОМОВА ВЛАДИМИРА ВИКТОРОВИЧА,КХ ПАХОМОВА В.В.,1026303890942,"445592, Самарская обл., Хворостянский район, с. Студенцы, ул. Старый Клин, д. 1", 52.786366, 49.202122,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/kfkh-pakhomova-v-v-inn-6384005090-ogrn-1026303890942-6906d9578ac0226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОЛЬЯТТИНСКИЙ ТРАНСФОРМАТОР""",ООО ТОЛЬЯТТИНСКИЙ ТРАНСФОРМАТОР,6323072765,"445035, Самарская обл., г. Тольятти, ул. Индустриальная, д. 1", 53.519047, 49.457815,27.11,"Производство электродвигателей, электрогенераторов и трансформаторов",https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-tolyattinski-transformator-inn-6323072765-ogrn-1036301104069-4291e4113604434096827edf0dc886d6
"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПАРФЮМЕРНО-КОСМЕТИЧЕСКАЯ КОМПАНИЯ ""ВЕСНА""",ОАО ПКК ВЕСНА,6311064600,"443036, Самарская обл., г. Самара, ул. Неверова, д. 33", 53.182965, 50.124265,20.42,Производство парфюмерных и косметических средств,https://spark-interfax.ru/samarskaya-oblast-samara/pao-vesna-inn-6311064600-ogrn-1036300007260-f2f4b94b7c5b4bc7bb93208991618281
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭЛИТА""",ООО АЭЛИТА,6372024355,"446450, Самарская обл., г. Похвистнево, ул. Революционная, д. 42Б", 53.652116, 52.123639,46.21,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevo/ooo-aelita-inn-6372024355-ogrn-1176313061154-591525d4cacc5bb9e0531c9aa8c084ba
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "" ГРАЧЕВСКОЕ""",ЗАО ГРАЧЕВСКОЕ,6371005494,"446421, Самарская обл., Кинельский район, с. Грачевка, ул. Пролетарская", 53.160622, 51.112474,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/ao-grachevskoe-inn-6371005494-ogrn-1026303273468-509f0d71c8934bc08be720aa082a324b
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО "" КОЛОС""",КХ КОЛОС,1026303279001,"446442, Самарская обл., г. Кинель, пгт. Усть-Кинельский, ул. Тимирязева, д. 2 кв. 37", 53.267588, 50.566733,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-kinel/kolos-inn-6371002253-ogrn-1026303279001-6178895e88217e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСС""",ООО АСС,6345021281,"445365, Самарская обл., г. Жигулевск, с. Богатырь, ул. Управленческая, д. 1", 53.428551, 49.964263,10.6,"Производство продуктов мукомольной и крупяной промышленности, крахмала и крахмалосодержащих продуктов",https://spark-interfax.ru/samarskaya-oblast-zhigulevsk/ooo-ass-inn-6345021281-ogrn-1106382003254-58e07b566d47429f809be4d120f030b6
КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО САМОДУРОВА ВЛАДИМИРА ВЛАДИМИРОВИЧА,КФХ САМОДУРОВА В.В.,1026303860329,"446640, Самарская обл., Алексеевский район, с. Новотроевка, ул. Пролетарская, д. 36", 52.540223, 51.315539,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-alekseevski-raion/kfkh-samodurova-v-v-inn-6361000521-ogrn-1026303860329-6906d957851d226ae0531b9aa8c04bb6
КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО САМОДУРОВА АЛЕКСАНДРА ВЛАДИМИРОВИЧА,КФХ САМОДУРОВА А.В.,1026303860318,"446640, Самарская обл., Алексеевский район, с. Новотроевка, ул. Пролетарская", 52.540223, 51.315539,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-alekseevski-raion/kfkh-samodurova-a-v-inn-6361000514-ogrn-1026303860318-6906d957e0ca226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКЕАН""",ООО ОКЕАН,6321329038,"445030, Самарская обл, г.о. Тольятти, г Тольятти, ул 40 лет Победы, д. 17Г, кв. 12", 53.536392, 49.358525,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-okean-inn-6321329038-ogrn-1136320024037-b519fededd324391b44bc9b1d313f917
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСЕРВИС""",ООО АГРОСЕРВИС,6319150210,"443092, Самарская обл., г. Самара, ул. Физкультурная, д. 147 литера Г, офис 209", 53.217055, 50.263081,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-agroservis-inn-6319150210-ogrn-1116319003096-44ff548a0d20447f8809f259f6690bc5
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМБИКОРМ""",АО КОМБИКОРМ,6357030530,"446450, Самарская обл., г. Похвистнево, ул. Промышленная, д. 4", 53.643136, 52.167388,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevo/pao-kombikorm-inn-6357030530-ogrn-1046301950782-3d863d53197e4927862f445fc747ec88
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУЙБЫШЕВАЗОТ""",ПАО КУЙБЫШЕВАЗОТ,6320005915,"445007, Самарская обл., г. Тольятти, ул. Новозаводская, д. 6", 53.556199, 49.450568,20.16,Производство пластмасс и синтетических смол в первичных формах,https://spark-interfax.ru/samarskaya-oblast-tolyatti/pao-kuibyshevazot-inn-6320005915-ogrn-1036300992793-080404329c6745a18ed3fbd3e18b08d4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕНИКС""",ООО ФЕНИКС,7743197832,"125080, г. Москва, шоссе Волоколамское, д. 1 стр. 1 пом. IV ком. 33", 55.806450, 37.505284,62.01,Разработка компьютерного программного обеспечения,https://spark-interfax.ru/moskva-sokol/ooo-feniks-inn-7743197832-ogrn-1177746235688-e1d288d4e40946c6ab69ddddc945d02b
