Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТД ВЭД ""ЗЕМЛЯНСКМОЛОКО""",ООО ТД ВЭД ЗЕМЛЯНСКМОЛОКО,3628018870,"396920, Воронежская обл., Семилукский район, с. Землянск, ул. Строителей, д. 19А", 51.891179, 38.725930,46.33,"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами",https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/ooo-zemlyanskmoloko-inn-3628018870-ogrn-1173668031437-c02a4305886743398dcf3a8d0a2d55ff
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯМАНЬ РЕЗОРТ""",ООО ЯМАНЬ РЕЗОРТ,3664247515,"394006, Воронежская обл, г.о. город Воронеж, г Воронеж, ул Краснознаменная, д. 12, офис 11, помещ. 1", 51.652964, 39.186142,55.10,Деятельность гостиниц и прочих мест для временного проживания,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-yaman-rezort-inn-3664247515-ogrn-1203600020293-aa36c5b7f4081031e053189aa8c0e97f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПК СТАРОНИКОЛЬСКИЙ""",ООО СПК СТАРОНИКОЛЬСКИЙ,3631009410,"396851, Воронежская обл, м.р-н Хохольский, с.п. Староникольское, с Староникольское, ул Веры Чуркиной, зд. 115А", 51.463740, 38.750861,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-khokholski-raion/ooo-spk-staronikolski-inn-3631009410-ogrn-1223600020049-4c1168d4424b478896e6dea3c2e5e22a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛАГО-ЭРТИЛЬ""",ООО БЛАГО-ЭРТИЛЬ,2312196715,"397033, Воронежская обл., Эртильский район, г. Эртиль, ул. Феоктистова, д. 21А офис 1", 51.836719, 40.798280,10.41.5,Производство рафинированных растительных масел и их фракций,https://spark-interfax.ru/voronezhskaya-oblast-ertilski-raion/ooo-blago-ertil-inn-2312196715-ogrn-1122312010688-3c0901b711e84dc0b31583a0461beea6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛЕКТРОСИГНАЛ""",АО ЭЛЕКТРОСИГНАЛ,3650001159,"394026, Воронежская обл., г. Воронеж, ул. Электросигнальная, д. 1", 51.684194, 39.182242,26.30.15,Производство радиоэлектронных средств связи,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ao-elektrosignal-inn-3650001159-ogrn-1023601610504-de6c2cc3123e48ada335e87ad95d61b8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРОНА-95""",ООО КРОНА-95,3662018750,"394062, Воронежская обл., г. Воронеж, ул. Дорожная, д. 88", 51.662903, 39.125486,28.93,"Производство машин и оборудования для производства пищевых продуктов, напитков и табачных изделий",https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-krona-inn-3662018750-ogrn-1023601558782-e2f9b231a0a240ada33125c089708ced
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФИСМАГ""",ООО ОФИСМАГ,3666113066,"394026, Воронежская обл., г. Воронеж, ул. 45 Стрелковой Дивизии, д. 261А пом. 25", 51.688054, 39.137105,46.49.33,Торговля оптовая писчебумажными и канцелярскими товарами,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-ofismag-inn-3666113066-ogrn-1043600029670-52bf84ad1dde49318f0ab6e5388f794b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ""КОСМОС-НЕФТЬ-ГАЗ""",ООО ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС КНГ,3663045957,"394019, Воронежская обл., г. Воронеж, ул. 9 Января, д. 180", 51.676720, 39.146652,09.10.9,Предоставление прочих услуг в области добычи нефти и природного газа,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-proizvodstvenny-kompleks-kng-inn-3663045957-ogrn-1033600116879-ed89629a21994b4fb0226d251b6ba6e8
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЗПП-МИКРОН""",АО ВЗПП-МИКРОН,3661020890,"394033, Воронежская обл., г. Воронеж, проспект Ленинский, д. 119А", 51.675797, 39.255299,26.11.2,"Производство диодов, транзисторов и прочих полупроводниковых приборов, включая светоизлучающие диоды, пьезоэлектрические приборы и их части",https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ao-vzpp-mikron-inn-3661020890-ogrn-1023601533273-5656cea84e4747e2af4d391abfec1067
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВОХОПЁРСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ ""НОВОХОПЁРСКИЙ ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ПРИНЦИПИУМ"" ИМЕНИ ВИКТОРА ТИХОНОВИЧА ПЕТРОВА""",МБОУ НОЦ ПРИНЦИПИУМ,1233600008421,"397401, Воронежская обл, м.р-н Новохопёрский, г.п. город Новохопёрск, г Новохопёрск, ул Советская, зд. 168", 51.095044, 41.614545,85.14,Образование среднее общее,https://spark-interfax.ru/voronezhskaya-oblast-novokhoperski-raion/mbu-nots-printsipium-inn-3604083904-ogrn-1233600008421-fb12b86b6c0032bce053259aa8c07937
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРДАТОВСКИЙ СВЕТОТЕХНИЧЕСКИЙ ЗАВОД""",АО АСТЗ,1301011495,"431890, Мордовия респ., Ардатовский район, рабочий пос. Тургенево, ул. Заводская, д. 73", 54.846134, 46.337969,27.40,Производство электрических ламп и осветительного оборудования,https://spark-interfax.ru/mordoviya-respublika-ardatovski-raion/ao-astz-inn-1301011495-ogrn-1021300546541-58108609b54347d0bf2a35c68a36e0e7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРАРНЫЕ ТЕХНОЛОГИИ-С""",ООО АГРОТЕХ-С,1327036159,"430005, Мордовия Респ, г.о. Саранск, г Саранск, ул Коммунистическая, д. 35, офис 115", 54.184759, 45.184189,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-saransk/ooo-agrotekh-s-inn-1327036159-ogrn-1201300002947-ac6a0945acec230fe053189aa8c0c843
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДЕТСКАЯ ПИЩЕВАЯ СТАНЦИЯ""",АО ДЕТСКАЯ ПИЩЕВАЯ СТАНЦИЯ,1300012305,"430011, Мордовия Респ, г.о. Саранск, г Саранск, ул Полежаева, д. 159Б", 54.191102, 45.166318,10.86,Производство детского питания и диетических пищевых продуктов,https://spark-interfax.ru/mordoviya-respublika-saransk/ao-detskaya-pishchevaya-stantsiya-inn-1300012305-ogrn-1241300003020-6906d9ac830f226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОПТИКОВОЛОКОННЫЕ СИСТЕМЫ""",АО ОПТИКОВОЛОКОННЫЕ СИСТЕМЫ,1327005922,"430034, Мордовия респ., г. Саранск, ул. Лодыгина, д. СООР. 13", 54.220613, 45.178267,27.31,Производство волоконно-оптических кабелей,https://spark-interfax.ru/mordoviya-respublika-saransk/ao-optikovolokonnye-sistemy-inn-1327005922-ogrn-1081327000260-3001815c59f34d0d90666ea0292c8370
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПТИЦЕФАБРИКА ""ЧАМЗИНСКАЯ""",АО ПТИЦЕФАБРИКА ЧАМЗИНСКАЯ,1322010439,"431711, Мордовия респ., Чамзинский район, с. Сабур-Мачкасы, ул. Заводская, д. 1 офис 1", 54.475079, 45.874516,01.47,Разведение сельскохозяйственной птицы,https://spark-interfax.ru/mordoviya-respublika-chamzinski-raion/ao-ptitsefabrika-chamzinskaya-inn-1322010439-ogrn-1051322011025-fae3f35ed0cd4f0da85e397c4408f502
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СТРАХОВАЯ КОМПАНИЯ ""РОСГОССТРАХ""",ПАО СК РОСГОССТРАХ,7707067683,"140002, Московская обл., г. Люберцы, ул. Парковая, д. 3", 55.694572, 37.866414,65.12,"Страхование, кроме страхования жизни",https://spark-interfax.ru/moskovskaya-oblast-lyubertsy/pao-rosgosstrakh-inn-7707067683-ogrn-1027739049689-f1e1241da2c840c2b0f475cb85e93df4
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРАХОВАЯ КОМПАНИЯ ""РСХБ-СТРАХОВАНИЕ""",АО СК РСХБ-СТРАХОВАНИЕ,3328409738,"119034, г. Москва, пер. Гагаринский, д. 3", 55.744788, 37.600079,65.12,"Страхование, кроме страхования жизни",https://spark-interfax.ru/moskva-khamovniki/ao-rskhb-strakhovanie-inn-3328409738-ogrn-1023301463503-26cce5af4c684ea286e250bbaefe037c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЛТОРГ""",ООО МОЛТОРГ,1307000210,"431376, Мордовия респ., Ельниковский район, с. Новоямская Слобода, ул. Центральная, д. 20", 54.735194, 43.719878,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/mordoviya-respublika-elnikovski-raion/ooo-moltorg-inn-1307000210-ogrn-1061314007699-671c4ad907f4427aa7a276edd20764bc
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ОКТЯБРЬ""",СПК ОКТЯБРЬ,1305071230,"431673, Мордовия респ., Большеигнатовский район, с. Чукалы, ул. Садовая, д. 20", 55.036287, 45.516753,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-bolsheignatovski-raion/koop-oktyabr-inn-1305071230-ogrn-1021300709407-5b8d5c723428440d8e89079e4639da3a
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""",АО МАШЗАВОД,1324125114,"431448, Мордовия респ., г. Рузаевка, ул. Станиславского, д. 22", 54.069202, 44.991913,41.20,Строительство жилых и нежилых зданий,https://spark-interfax.ru/mordoviya-respublika-ruzaevka/ao-mashzavod-inn-1324125114-ogrn-1021300927053-dddc18f8959545769e391da0e7fbc996
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ПАМЯТЬ ИЛЬИЧА"" АТЮРЬЕВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ",СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ПАМЯТЬ ИЛЬИЧА АТЮРЬЕВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ,1021300765122,"431050, Мордовия респ., с. Атюрьево, ул. Октябрьская, д. 84", 54.317128, 43.336672,99999,99999,https://spark-interfax.ru/mordoviya-respublika-atyurevski-raion/koop-pamyat-ilicha-atyurevskogo-raiona-respubliki-mordoviya-inn-1302012580-ogrn-1021300765122-617889a836507e1ce0531b9aa8c027ab
"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ЦЕРКВИ СВЯТИТЕЛЯ ДИМИТРИЯ МИТРОПОЛИТА РОСТОВСКОГО СЕЛА УЛЬЯНКА ИЧАЛКОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ ""САРАНСКОЙ И МОРДОВСКОЙ ЕПАРХИИ"" РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)",МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ЦЕРКВИ СВЯТИТЕЛЯ ДИМИТРИЯ МИТРОПОЛИТА РОСТОВСКОГО СЕЛА УЛЬЯНКА ИЧАЛКОВСКОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ САРАНСКОЙ И МОРДОВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ),1101300000856,"431637, Мордовия респ., Ичалковский район, с. Ульянка, ул. Сельская, зд. 40", 54.654562, 45.359367,94.91,Деятельность религиозных организаций,https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/ro-saranskoi-i-mordovskoi-eparkhii-russkoi-pravoslavnoi-tserkvi-moskovski-patriarkhat-inn-1310188629-ogrn-1101300000856-6906d9acbbc5226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУНЬГА""",ООО ЛУНЬГА,1301063359,"431866, Мордовия респ., Ардатовский район, с. Луньга", 54.787739, 45.951550,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-ardatovski-raion/ooo-lunga-inn-1301063359-ogrn-1051322009364-59019f7b31e54d658772363cb9cf49d2
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""РАССВЕТ""",СППК РАССВЕТ,1323000352,"431302, Мордовия респ., Ковылкинский район, с. Крутенькое, ул. Центральная, д. 39", 54.128441, 43.990624,01.42.1,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",https://spark-interfax.ru/mordoviya-respublika-kovylkinski-raion/koop-rassvet-inn-1323000352-ogrn-1161326056418-6906d9ac917c226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""",ООО РАССВЕТ,1301063609,"431865, Мордовия респ., Ардатовский район, с. Манадыши 2-Е", 54.770381, 45.985256,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-ardatovski-raion/ooo-rassvet-inn-1301063609-ogrn-1061322021540-7cf1bad1f5e5419883664371dd83d4ff
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛОВИК""",ООО ДЕЛОВИК,1323124140,"431320, Мордовия респ., Ковылкинский район, с. Троицк, ул. Куйбышева, д. 1А", 54.089782, 43.819786,47.25,Торговля розничная напитками в специализированных магазинах,https://spark-interfax.ru/mordoviya-respublika-kovylkinski-raion/ooo-delovik-inn-1323124140-ogrn-1071323000110-4a0ffbe93b7541da957200a113440744
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЛДАШ""",ООО ЮЛДАШ,1315487703,"431514, Мордовия респ., Лямбирский район, с. Аксеново", 54.250145, 45.341930,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",https://spark-interfax.ru/mordoviya-respublika-lyambirski-raion/ooo-yuldash-inn-1315487703-ogrn-1061310006922-b7ccf42713d24161a015ab26a9fd6936
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛДАТСКОЕ""",ООО СОЛДАТСКОЕ,1301000905,"431874, Мордовия респ., Ардатовский район, с. Солдатское, ул. Центральная, д. 50", 54.978692, 45.948817,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-ardatovski-raion/ooo-soldatskoe-inn-1301000905-ogrn-1171326001395-4f8fd5d8d0b04cfe838caecdba49cb0e
"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ МОРДОВИЯ ""1 МАЯ""",ГУП РЕСПУБЛИКИ МОРДОВИЯ 1 МАЯ,1328028552,"430905, Мордовия респ., г. Саранск, с. Горяйновка, ул. Орлова, д. 5В", 54.104873, 45.329446,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-saransk/gup-maya-inn-1328028552-ogrn-1021301118695-6906d9ac8302226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАНСКИЙ ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""",АО СПЗ,1325003052,"430030, Мордовия респ., г. Саранск, ул. Васенко, д. 9", 54.195085, 45.173924,26.51.5,Производство приборов для контроля прочих физических величин,https://spark-interfax.ru/mordoviya-respublika-saransk/ao-spz-inn-1325003052-ogrn-1021301063464-80dd4c150be746f89662386379ee2061
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР КУЛЬТУРЫ"" ТЕМНИКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ МОРДОВИЯ",МБУ ЦЕНТР КУЛЬТУРЫ,1141314000134,"431220, Мордовия респ., Темниковский район, г. Темников, ул. Коммунистическая, д. 17", 54.631274, 43.201535,90.04.3,"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",https://spark-interfax.ru/mordoviya-respublika-temnikovski-raion/mbu-tsentr-kultury-inn-1319001748-ogrn-1141314000134-6906d9acc5f3226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАТОРИЯ""",ООО АКВАТОРИЯ,1300004960,"431444, Мордовия Респ, м.р-н Рузаевский, г.п. Рузаевка, г Рузаевка, ул Куйбышева, д. 68, помещ. 15", 54.074357, 44.945384,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,https://spark-interfax.ru/mordoviya-respublika-ruzaevka/ooo-akvatoriya-inn-1300004960-ogrn-1231300001261-f7c5d3226a714fb7e053249aa8c0a3f5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХПСАРАНСК""",ООО ХПСАРАНСК,1300005964,"430012, Мордовия Респ, г.о. Саранск, г Саранск, ул Менделеева, д. 38", 54.175586, 45.248623,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,https://spark-interfax.ru/mordoviya-respublika-saransk/ooo-khpsaransk-inn-1300005964-ogrn-1231300002284-fcb92b0f9f255626e053259aa8c062ce
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ-СИЛА""",ООО СТРОЙ-СИЛА,1315488680,"431510, Мордовия респ., Лямбирский район, с. Лямбирь, ул. Гражданская, д. 17 кв. 8", 54.268646, 45.129808,23.61,Производство изделий из бетона для использования в строительстве,https://spark-interfax.ru/mordoviya-respublika-lyambirski-raion/ooo-stroi-sila-inn-1315488680-ogrn-1091310000693-36851dcf11474df3b29b42789a8762a9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОЩА""",ООО РОЩА,1300001913,"430904, Мордовия Респ, г.о. Саранск, рп Ялга, ул Российская, д. 10, помещ. 2", 54.125060, 45.109207,55.10,Деятельность гостиниц и прочих мест для временного проживания,https://spark-interfax.ru/mordoviya-respublika-saransk/ooo-roshcha-inn-1300001913-ogrn-1221300003330-e85efa3d4fee4ddce053259aa8c0e784
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""РАССВЕТ""",СППК РАССВЕТ,1323000352,"431302, Мордовия респ., Ковылкинский район, с. Крутенькое, ул. Центральная, д. 39", 54.128441, 43.990624,01.42.1,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",https://spark-interfax.ru/mordoviya-respublika-kovylkinski-raion/koop-rassvet-inn-1323000352-ogrn-1161326056418-6906d9ac917c226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРИДИАН""",ООО МЕРИДИАН,1323125665,"431350, Мордовия респ., г. Ковылкино, ул. Советская, д. 9", 54.029232, 43.923741,55.10,Деятельность гостиниц и прочих мест для временного проживания,https://spark-interfax.ru/mordoviya-respublika-kovylkino/ooo-meridian-inn-1323125665-ogrn-1101323000382-a9f86d01044c4fcabee714d9ad3a05d8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕГАС""",ООО ПЕГАС,1323124647,"431302, Мордовия респ., Ковылкинский район, с. Крутенькое, ул. Центральная, д. 39", 54.128441, 43.990624,01.43.1,"Разведение лошадей, ослов, мулов, лошаков",https://spark-interfax.ru/mordoviya-respublika-kovylkinski-raion/ooo-pegas-inn-1323124647-ogrn-1081323000417-04642bc889b14b768d2953c2449a2398
