Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ЭКСПЕРТИЗЫ И ОЦЕНКИ""",ООО ЦЭО,5258115260,"603076, Нижегородская обл., г. Нижний Новгород, проспект Ленина, д. 36 офис 101", 56.284839, 43.929671,68.31.5,Предоставление посреднических услуг при оценке недвижимого имущества за вознаграждение или на договорной основе,https://spark-interfax.ru/nizhegorodskaya-oblast-nizhni-novgorod/ooo-tseo-inn-5258115260-ogrn-1145258002911-7fcb402289414f78b7a01bd18ae38a06
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТО-ГРУЗ""",ООО АВТО-ГРУЗ,5047261913,"141701, Московская обл, г.о. Долгопрудный, г Долгопрудный, проезд Лихачевский, д. 6, этаж 1", 55.921697, 37.514007,49.41,Деятельность автомобильного грузового транспорта,https://spark-interfax.ru/moskovskaya-oblast-dolgoprudny/ooo-avto-gruz-inn-5047261913-ogrn-1225000026569-db2b64e253736340e053259aa8c0b7ff
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКС""",ООО СТРОЙКОМПЛЕКС,1311088842,"431900, Мордовия респ., рабочий пос. Кадошкино, проезд Железнодорожный, д. 7", 54.025089, 44.433518,41.2,Строительство жилых и нежилых зданий,https://spark-interfax.ru/mordoviya-respublika-kadoshkinski-raion/ooo-stroikompleks-inn-1311088842-ogrn-1081323000175-617889a8447e7e1ce0531b9aa8c027ab
"ЧАМЗИНСКАЯ РАЙОННАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ОХОТНИКОВ И РЫБОЛОВОВ ""САПСАН"" РЕСПУБЛИКИ МОРДОВИЯ",ЧАМЗИНСКАЯ РАЙОННАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ОХОТНИКОВ И РЫБОЛОВОВ САПСАН РЕСПУБЛИКИ МОРДОВИЯ,1091300001220,"431700, Мордовия респ., рабочий пос. Чамзинка, ул. Нижняя, д. 23 кв. 48", 54.402257, 45.767191,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/mordoviya-respublika-chamzinski-raion/oo-sapsan-respubliki-mordoviya-inn-1322122397-ogrn-1091300001220-6906d9acb9c6226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДШИП""",ООО МЕДШИП,7721818652,"105082, г. Москва, пл. Спартаковская, д. 14 стр. 1 этаж /П/К/ офис 1/4/1/3", 55.777004, 37.679710,47.74,"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах",https://spark-interfax.ru/moskva-basmanny/ooo-medship-inn-7721818652-ogrn-1147746007265-41ad56b33f8a43d1bc8d5ce3c55d4a86
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙИНВЕСТ""",ООО СТРОЙИНВЕСТ,1314001247,"431261, Мордовия респ., Краснослободский район, г. Краснослободск, пер. Больничный, д. 8", 54.430463, 43.783943,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/mordoviya-respublika-krasnoslobodski-raion/ooo-stroiinvest-inn-1314001247-ogrn-1091314000238-b95c4edf3321427b8e06e86a2b86f46b
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ЛЕЗДАМО""",СППССК ЛЕЗДАМО,1171326001274,"431501, Мордовия Респ, м.р-н Лямбирский, с.п. Лямбирское, с Черемишево, ул Складской проезд, зд. 2, офис 1", 54.263543, 45.082136,10.91,"Производство готовых кормов для животных, содержащихся на фермах",https://spark-interfax.ru/mordoviya-respublika-lyambirski-raion/koop-lezdamo-inn-1328014430-ogrn-1171326001274-6906d9accdf4226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""АГРОСУРА""",СППССК АГРОСУРА,1211300002132,"431586, Мордовия Респ, м.р-н Кочкуровский, с.п. Сабаевское, с Сабаево, ул Крупской, д. 72", 53.992897, 45.715782,10.91,"Производство готовых кормов для животных, содержащихся на фермах",https://spark-interfax.ru/mordoviya-respublika-kochkurovski-raion/koop-agrosura-inn-1313000650-ogrn-1211300002132-c1dddbf732082b0ae053219aa8c03eb5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСТ КЛИНКЕР""",ООО ОСТ КЛИНКЕР,1307001493,"431370, Мордовия респ., Ельниковский район, с. Ельники, ул. Строителей, д. 17А", 54.620689, 43.875977,23.32,"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины",https://spark-interfax.ru/mordoviya-respublika-elnikovski-raion/ooo-ost-klinker-inn-1307001493-ogrn-1191326003615-8b68958b993619ffe0531c9aa8c030b8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШИШКАНОВ""",ООО ШИШКАНОВ,1318000501,"431540, Мордовия респ., Старошайговский район, с. Старое Шайгово, ул. Рабочая, д. 6", 54.304797, 44.466547,01.29,Выращивание прочих многолетних культур,https://spark-interfax.ru/mordoviya-respublika-staroshaigovski-raion/ooo-shishkanov-inn-1318000501-ogrn-1061327011415-24f3bf8676974638ac4a2cfa106e6964
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ДОРСТРОЙ""",ООО КОМПАНИЯ ДОРСТРОЙ,1326248545,"430005, Мордовия респ., г. Саранск, ул. Пролетарская, д. 39 офис 304", 54.185590, 45.178362,42.11,Строительство автомобильных дорог и автомагистралей,https://spark-interfax.ru/mordoviya-respublika-saransk/ooo-kompaniya-dorstroi-inn-1326248545-ogrn-1171326003595-407a624c3d5b4c85831b3efc92c5e10b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕТСКИЕ ПЛОЩАДКИ""",ООО ДЕТСКИЕ ПЛОЩАДКИ,5047198482,"431370, Мордовия респ., Ельниковский район, с. Ельники, ул. Королева, д. 26Ж пом. 1", 54.624972, 43.876054,47.91,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,https://spark-interfax.ru/mordoviya-respublika-elnikovski-raion/ooo-detskie-ploshchadki-inn-5047198482-ogrn-1175029013939-61644f2e734f4431aecaba88a98df40b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВРЕМЯ""",ООО ВРЕМЯ,1318001590,"431550, Мордовия респ., Старошайговский район, с. Новотроицкое", 54.371910, 44.783333,10.13,Производство продукции из мяса убойных животных и мяса птицы,https://spark-interfax.ru/mordoviya-respublika-staroshaigovski-raion/ooo-vremya-inn-1318001590-ogrn-1141327001573-a563b5735c884f58b3b81f547b6580c8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАНА""",ООО ДИАНА,1302000150,"431050, Мордовия респ., Атюрьевский район, с. Атюрьево, ул. Ленина, д. 2Б", 54.321152, 43.336352,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",https://spark-interfax.ru/mordoviya-respublika-atyurevski-raion/ooo-diana-inn-1302000150-ogrn-1061314002133-617889a83fc77e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛОМАСОВСКИЙ""",ООО КОЛОМАСОВСКИЙ,1323122689,"431350, Мордовия респ., Ковылкинский район, с. Мордовское Коломасово, ул. Молодежная, зд. 16", 53.963525, 44.134118,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-kovylkinski-raion/ooo-kolomasovski-inn-1323122689-ogrn-1031312001566-96645ae78b6a4df3989de441aa7cf49a
КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО МАЛЬКИНА ВИКТОРА ВАСИЛЬЕВИЧА,КФХ МАЛЬКИНА В.В.,1021300712278,"431640, Мордовия респ., с. Кемля, ул. Совхозная, д. 18", 54.694168, 45.243855,99999,99999,https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/malkina-v-v-inn-1310035460-ogrn-1021300712278-617889a83ba07e1ce0531b9aa8c027ab
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ЛОПАТИНО""",К(Ф)Х ЛОПАТИНО,1328013235,"431281, Мордовия респ., Краснослободский район, с. Краснополье, ул. Карла Маркса, д. 143", 54.430949, 43.543971,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-krasnoslobodski-raion/kfkh-lopatino-inn-1328013235-ogrn-1161326055703-6906d9accb90226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРДОВСКИЕ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ МАШИНЫ""",ООО МОРДОВСКИЕ СЕЛЬСКОХОЗЯЙСТВЕННЫЕ МАШИНЫ,1318001030,"431540, Мордовия респ., Старошайговский район, с. Старое Шайгово, ул. Центральная, зд. 15", 54.290617, 44.461423,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-staroshaigovski-raion/ooo-mordovskie-selskokhozyaistvennye-mashiny-inn-1318001030-ogrn-1091327000599-1b97d11359714e57ba51cfa8d6651b20
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИМЕНИ ИЛЬИЧА,ООО ИМ.ИЛЬИЧА,1307000186,"431391, Мордовия респ., Ельниковский район, с. Стародевичье, ул. Гагарина, д. 2А", 54.587976, 43.770026,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/mordoviya-respublika-elnikovski-raion/ooo-im-ilicha-inn-1307000186-ogrn-1061314002221-d839dda5cb0c4cd28fa899845405599c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОКАРЬГИНСКОЕ""",ООО НОВОКАРЬГИНСКОЕ,1300002890,"431292, Мордовия Респ, м.р-н Краснослободский, с.п. Новокарьгинское, с Новая Карьга, пл Центральная, д. 3", 54.414217, 43.979114,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/mordoviya-respublika-krasnoslobodski-raion/ooo-novokarginskoe-inn-1300002890-ogrn-1221300004353-4996fad9164a413d9d34a79be62ec74d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУЛИКОВО""",ООО КУЛИКОВО,1300013517,"431280, Мордовия Респ, м.р-н Краснослободский, с.п. Куликовское, с Куликово, ул Центральная, д. 14", 54.414864, 43.650036,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/mordoviya-respublika-krasnoslobodski-raion/ooo-kulikovo-inn-1300013517-ogrn-1241300004230-99f72ce6879a467386908377e0e05bb3
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ВОЛЖАНИН""",СПССК ВОЛЖАНИН,1303000107,"431800, Мордовия респ., Атяшевский район, рабочий пос. Атяшево, пер. Транспортный, д. 1", 54.586806, 46.066246,46.21.19,"Торговля оптовая сельскохозяйственным сырьем, не включенным в другие группировки",https://spark-interfax.ru/mordoviya-respublika-atyashevski-raion/koop-volzhanin-inn-1303000107-ogrn-1141322000247-6906d9acc65a226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ПОДВОРЬЕ""",СППССК ПОДВОРЬЕ,1171326001615,"431650, Мордовия Респ, м.р-н Ичалковский, с.п. Ладское, д Инсаровка, ул Полевая, зд. 17", 54.589606, 45.395381,10.11,Переработка и консервирование мяса,https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/koop-podvore-inn-1310000563-ogrn-1171326001615-6906d9acce0e226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""СТАРТ""",СПССК СТАРТ,1171326002275,"431237, Мордовия Респ, м.р-н Темниковский, с.п. Андреевское, д Козловка, ул Лесная, д. 5", 54.632872, 43.344685,46.23,Торговля оптовая живыми животными,https://spark-interfax.ru/mordoviya-respublika-temnikovski-raion/koop-start-inn-1319001924-ogrn-1171326002275-6906d9acce51226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННАЯ АРТЕЛЬ-ПЛЕМЗАВОД ""СВОБОДНЫЙ ТРУД""",СЕЛЬХОЗАРТЕЛЬ СВОБОДНЫЙ ТРУД,1314023191,"431276, Мордовия респ., Краснослободский район, д. Красная Подгора, ул. Зеленая, д. 38", 54.482026, 43.798591,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/mordoviya-respublika-krasnoslobodski-raion/kolkhoz-svobodny-trud-inn-1314023191-ogrn-1021300763330-2b6314117e3a45789f101d30e42b0107
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬХОЗПРЕДПРИЯТИЕ ""БОГДАНОВСКОЕ""",ООО СЕЛЬХОЗПРЕДПРИЯТИЕ БОГДАНОВСКОЕ,1318001294,"431555, Мордовия респ., Старошайговский район, с. Богдановка, пер. Им.Чапаева, д. 2", 54.305518, 44.379068,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/mordoviya-respublika-staroshaigovski-raion/ooo-bogdanovskoe-inn-1318001294-ogrn-1101327002370-352153f87fbd409483ffab08423e7420
"МОРДОВСКОЕ РЕСПУБЛИКАНСКОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""РОССИЙСКИЙ КРАСНЫЙ КРЕСТ""",МОРДОВСКОЕ РЕСПУБЛИКАНСКОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ РОССИЙСКИЙ КРАСНЫЙ КРЕСТ,1021300000666,"430005, Мордовия респ., г. Саранск, ул. Володарского, д. 7", 54.183150, 45.190176,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/mordoviya-respublika-saransk/oo-rossiski-krasny-krest-inn-1326025838-ogrn-1021300000666-6906d9ac978d226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ПРОГРЕСС""",СПССК ПРОГРЕСС,1307000500,"431370, Мордовия респ., Ельниковский район, с. Ельники, пл. 1 Мая, д. 2", 54.620832, 43.867099,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-elnikovski-raion/koop-progress-inn-1307000500-ogrn-1061314010603-6906d9ac907a226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАНСКЛЕСТОПСБЫТ""",ООО САРАНСКЛЕСТОПСБЫТ,1326191232,"430027, Мордовия респ., г. Саранск, ул. Комарова, д. 16А кв. 21", 54.160724, 45.148037,46.73.6,Торговля оптовая прочими строительными материалами и изделиями,https://spark-interfax.ru/mordoviya-respublika-saransk/ooo-saransklestopsbyt-inn-1326191232-ogrn-1041316008590-e5e0a79eb12145a3850844ac75c65183
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МОРДОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.П. ОГАРЁВА""","НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МОРДОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, МГУ ИМ. Н.П. ОГАРЁВА; ФГБОУ ВО МГУ ИМ. Н.П. ОГАРЁВА",1021300973275,"430005, Мордовия респ., г. Саранск, ул. Большевистская, д. 68", 54.187859, 45.181477,85.22,Образование высшее,https://spark-interfax.ru/mordoviya-respublika-saransk/fgbu-mgu-im-n-p-ogareva-inn-1326043499-ogrn-1021300973275-6906d9ac97a3226ae0531b9aa8c04bb6
"НЕКОММЕРЧЕСКАЯ АССОЦИАЦИЯ ""ПОВОЛЖСКИЙ ЦЕНТР КУЛЬТУР ФИННО-УГОРСКИХ НАРОДОВ""",НА ПОВОЛЖСКИЙ ЦКФУН,1061300004611,"430005, Мордовия Респ, г.о. Саранск, г Саранск, ул Б.Хмельницкого, д. 26, офис 107", 54.186813, 45.175373,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/mordoviya-respublika-saransk/obedinenie-povolzhski-tskfun-inn-1326198365-ogrn-1061300004611-6906d9acae89226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРЕНЕЯ""",ООО ВИРЕНЕЯ,1320001196,"431210, Мордовия респ., Теньгушевский район, с. Теньгушево, ул. Карла Маркса, д. 61 кв. 2", 54.766838, 42.719274,02.10,Лесоводство и прочая лесохозяйственная деятельность,https://spark-interfax.ru/mordoviya-respublika-tengushevski-raion/ooo-vireneya-inn-1320001196-ogrn-1141314000189-084dde34ca854fe79b09c238a641881d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЬ""",ООО НОВЬ,1301063542,"431879, Мордовия респ., Ардатовский район, с. Манадыши 1-Е", 54.947231, 45.996669,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-ardatovski-raion/ooo-nov-inn-1301063542-ogrn-1061322004853-8c82fb03967e4d07824626230bbdad19
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЙ СЕРВИС""",ООО СТРОЙСЕРВИС,1310187671,"431640, Мордовия респ., Ичалковский район, с. Кемля, ул. Первомайская, д. 11Б", 54.693985, 45.270892,41.20,Строительство жилых и нежилых зданий,https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/ooo-stroiservis-inn-1310187671-ogrn-1071310000651-b79dca71133049b692535f1a2b2954e8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСАРОВСКОЕ""",ООО ИНСАРОВСКОЕ,1310187801,"431650, Мордовия респ., Ичалковский район, д. Инсаровка, ул. Дачная, д. 46", 54.579608, 45.405367,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/ooo-insarovskoe-inn-1310187801-ogrn-1071310001278-be2228d076504f42b6cabacbb9b5a307
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЛЬХОЗТЕХНИКА""",ООО СЕЛЬХОЗТЕХНИКА,1310187047,"431630, Мордовия респ., Ичалковский район, ст. Оброчное, ул. Мира, зд. 28", 54.671030, 45.313743,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-ichalkovski-raion/ooo-selkhoztekhnika-inn-1310187047-ogrn-1061310001125-359afd770abf46e8893e119f47968210
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРДОВСКИЕ ПЕНЬКОЗАВОДЫ""",ООО МОРДОВСКИЕ ПЕНЬКОЗАВОДЫ,2373002036,"431430, Мордовия респ., Инсарский район, г. Инсар, ул. Советская, зд. 93А/8 офис 1", 53.867040, 44.364292,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/mordoviya-respublika-insarski-raion/ooo-mordovskie-penkozavody-inn-2373002036-ogrn-1122373001882-5a69cb9e05114ca49680e74a4a5acba4
