Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСКОЙ БЕКОН""",ООО ДОНСКОЙ БЕКОН,3619011324,"397843, Воронежская обл., Острогожский район, с. Хохол-Тростянка, пер. Мира, д. 7А", 50.800577, 38.778399,01.46,Разведение свиней,https://spark-interfax.ru/voronezhskaya-oblast-ostrogozhski-raion/ooo-donskoi-bekon-inn-3619011324-ogrn-1113619000417-ce5a35366ee64783b2c6350f5631ce6d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖСКАЯ ПРОДУКТОВАЯ КОМПАНИЯ""",ООО ВПК,3625010336,"394026, Воронежская обл., г. Воронеж, ул. Дружинников, д. 13 офис 101", 51.684734, 39.171940,46.3,"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-vpk-inn-3625010336-ogrn-1083668004936-61788954aae27e1ce0531b9aa8c027ab
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КРЕДИТНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ИЗЛУЧИНА""",СКПК ИЗЛУЧИНА,3628010736,"396901, Воронежская обл., г. Семилуки, ул. Ленина, д. 11", 51.682468, 39.028717,64.92.2,Деятельность по предоставлению займов промышленности,https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/pk-izluchina-inn-3628010736-ogrn-1063628009972-6906d94c3fc4226ae0531b9aa8c04bb6
АССОЦИАЦИЯ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И СЕЛЬСКОХОЗЯЙСТВЕННЫХ КООПЕРАТИВОВ АННИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ,АКФХ АННИНСКОГО РАЙОНА,1023600512836,"396250, Воронежская обл., Аннинский район, пгт. Анна, ул. Ленина, д. 28", 51.487223, 40.428453,94.11,Деятельность предпринимательских членских некоммерческих организаций,https://spark-interfax.ru/voronezhskaya-oblast-anninski-raion/obedinenie-anninskogo-raiona-inn-3601002713-ogrn-1023600512836-6906d94c197e226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕРЕЗНЯГОВСКОЕ""",ООО БЕРЕЗНЯГОВСКОЕ,3622004535,"397683, Воронежская обл., Петропавловский район, с. Новотроицкое, ул. Д.Лаптиева, д. 114А", 50.131226, 41.095371,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-petropavlovski-raion/ooo-bereznyagovskoe-inn-3622004535-ogrn-1073610000848-a86953c51d07433ea0a77f895f94cf59
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""КАЛАЧЕЕВСКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ N1""",ООО КАЛАЧЕЕВСКОЕ ДРСУ N1,3610007348,"397605, Воронежская обл., Калачеевский район, пос. Пригородный, ул. Промышленников, д. 13", 50.373541, 41.019605,52.21.22,Деятельность по эксплуатации автомобильных дорог и автомагистралей,https://spark-interfax.ru/voronezhskaya-oblast-kalacheevski-raion/ooo-kalacheevskoe-drsu-n-inn-3610007348-ogrn-1023600792687-617889546bf27e1ce0531b9aa8c027ab
МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЕРХНЕТОЛУЧЕЕВСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,МОУ ВЕРХНЕТОЛУЧЕЕВСКАЯ НОШ,1023600792500,"397575, Воронежская обл., Воробьевский район, с. Верхнетолучеево, ул. Свободы, д. 47", 50.750963, 41.037713,85.12,Образование начальное общее,https://spark-interfax.ru/voronezhskaya-oblast-vorobevski-raion/mbu-verkhnetolucheevskaya-nosh-inn-3608003716-ogrn-1023600792500-6906d94c164c226ae0531b9aa8c04bb6
МИНИСТЕРСТВО ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ ЧУВАШСКОЙ РЕСПУБЛИКИ,МИНТРУД ЧУВАШИИ,1072130000030,"428003, Чувашская Республика - Чувашия, г. Чебоксары, проспект Московский, зд. 3 пом. 1", 56.145418, 47.233457,84.11.2,"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/gku-mintrud-chuvashii-inn-2130012473-ogrn-1072130000030-6906d9b1c397226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ЗВЕЗДА""",СХПК ЗВЕЗДА,1022102433627,"429562, Чувашская Республика - Чувашия, Мариинско-Посадский район, с. Первое Чурашево, ул. Ивановых, домовладение 14", 55.945277, 47.674997,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-mariinsko-posadski-raion/koop-zvezda-inn-2111000313-ogrn-1022102433627-d34583ed8e0a4158959fa9c7b152b77d
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""МИКРОКРЕДИТНАЯ КОМПАНИЯ ""АГЕНТСТВО ПО ПОДДЕРЖКЕ МАЛОГО И СРЕДНЕГО БИЗНЕСА В ЧУВАШСКОЙ РЕСПУБЛИКЕ""",АНО МКК АПМБ,1092100000640,"428000, Чувашская Республика - Чувашия, г. Чебоксары, проспект Ленина, зд. 12Б", 56.128070, 47.247525,64.92.2,Деятельность по предоставлению займов промышленности,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ano-apmb-inn-2130058291-ogrn-1092100000640-6906d9b1e062226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМАЗ""",ООО АЛМАЗ,2102420992,"429256, Чувашская Республика - Чувашия, Аликовский район, с. Яндоба, ул. Шоссейная, д. 23", 55.722806, 46.971142,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-alikovski-raion/ooo-almaz-inn-2102420992-ogrn-1062133001314-e2afa0c828544fe388fa1eda96e46064
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСНА""",ООО ВЕСНА,2106005676,"429323, Чувашская Республика - Чувашия, Канашский район, д. Аниш-Ахпердино, ул. Новая, д. 1А", 55.450790, 47.655055,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/ooo-vesna-inn-2106005676-ogrn-1032134002713-617889ac5d257e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ""ГРАЖДАНПРОМСТРОЙ""",ООО ПСП ГРАЖДАНПРОМСТРОЙ,2130160672,"428034, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-кт Московский, д. 42, помещ. 3, ком. 12", 56.140916, 47.196567,71.12,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-psp-grazhdanpromstroi-inn-2130160672-ogrn-1152130012308-7ffacb7218ac407faed45429e069f865
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМ.ЧКАЛОВА,СХПК ИМ.ЧКАЛОВА,1022102633354,"429536, Чувашская Республика - Чувашия, Моргаушский район, д. Изедеркино, ул. 30 Лет Победы, д. 57", 55.871262, 46.681294,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-morgaushski-raion/koop-im-chkalova-inn-2112001912-ogrn-1022102633354-bac0598e80854e12bbd39a9579a72389
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 2""",БУ ДО СШОР № 2,1022101280596,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Пристанционная, д. 10В", 56.095105, 47.246690,85.41,Образование дополнительное детей и взрослых,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/gbu-sshor-n-inn-2129019308-ogrn-1022101280596-6906d9b1be95226ae0531b9aa8c04bb6
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СУДЕБНО-ЭКСПЕРТНОЕ УЧРЕЖДЕНИЕ ФЕДЕРАЛЬНОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ""ИСПЫТАТЕЛЬНАЯ ПОЖАРНАЯ ЛАБОРАТОРИЯ"" ПО ЧУВАШСКОЙ РЕСПУБЛИКЕ - ЧУВАШИИ""",ФГБУ СЭУ ФПС ИПЛ ПО ЧУВАШСКОЙ РЕСПУБЛИКЕ - ЧУВАШИИ,1062128189760,"428025, Чувашская Республика - Чувашия, г. Чебоксары, ул. Мичмана Павлова, д. 21", 56.140029, 47.177381,84.25.1,Деятельность по обеспечению пожарной безопасности,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/fgbu-fgbu-seu-fps-ipl-po-chuvashskoi-respublike-chuvashii-inn-2129061194-ogrn-1062128189760-6906d9b1d141226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОСТАЛЬКОНСТРУКЦИЯ""",ООО ВСК,2130059640,"428903, Чувашская Республика - Чувашия, г. Чебоксары, проезд Лапсарский, д. 11А", 56.060398, 47.269409,25.11,"Производство строительных металлических конструкций, изделий и их частей",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-vsk-inn-2130059640-ogrn-1092130007265-c102d9f4ba094ba9ae37be0060c1a84c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНОЛИТ-ГРУПП""",ООО МГ,2130200300,"428000, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Калинина, д. 111/1, офис 314", 56.131502, 47.290173,79.11,Деятельность туристических агентств,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-mg-inn-2130200300-ogrn-1182130004540-6a685fb2bb8d468ee0531b9aa8c0c650
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СБЫТОВЫЙ КООПЕРАТИВ ""ПАРТНЁР""",СПСК ПАРТНЁР,2104008576,"429371, Чувашская Республика - Чувашия, Батыревский район, д. Полевые Бикшики, ул. Административный Центр, зд. 4 ком. 4", 55.092723, 47.479629,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/koop-partner-inn-2104008576-ogrn-1172130014320-6906d9b20f0d226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""КИПРЕЙ""",СППК КИПРЕЙ,2106010563,"429324, Чувашская Республика - Чувашия, Канашский район, д. Новые Шальтямы, ул. Спортивная, д. 2", 55.363302, 47.486600,10.83,Производство чая и кофе,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/koop-kiprei-inn-2106010563-ogrn-1192130004252-85e8eb0a51281dd3e0531b9aa8c0bed0
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""КАНАШСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМ. Ф.Г. ГРИГОРЬЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ",БУ КАНАШСКАЯ ЦРБ МИНЗДРАВА ЧУВАШИИ,1022102230182,"429310, Чувашская Республика - Чувашия, Канашский район, с. Шихазаны, ул. В.П.Епифанова, д. 12", 55.564057, 47.384431,86.10,Деятельность больничных организаций,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/gbu-kanashskaya-tsrb-minzdrava-chuvashii-inn-2106005370-ogrn-1022102230182-6906d9b1b8be226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРЛЕН""",ООО МАРЛЕН,2108003089,"429153, Чувашская Республика - Чувашия, Комсомольский район, с. Урмаево, ул. М.Горького, д. 6", 55.239175, 47.502679,25.61,Обработка металлов и нанесение покрытий на металлы,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/ooo-marlen-inn-2108003089-ogrn-1152132010140-0aee14fdf9714fbf9cff55988b841e4f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНМАР""",ООО АНМАР,2105003757,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Ярославская, д. 30, помещ. 3", 56.144721, 47.253754,16.10,Распиловка и строгание древесины,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-anmar-inn-2105003757-ogrn-1042133001052-c8168b2df1b04e45b38e908db664c7e7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУГАНСКИЙ МАШИНОСТРОИТЕЛЬ-ЧЕБОКСАРСКИЙ ЗАВОД""",ООО ЛУГМАШ-ЧЗ,2130160697,"428022, Чувашская Республика - Чувашия, г. Чебоксары, проезд Машиностроителей, д. 1", 56.125105, 47.309336,25.62,Обработка металлических изделий механическая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-lugmash-chz-inn-2130160697-ogrn-1152130012320-0d70302ff6744503b5091bf974aaa574
"АССОЦИАЦИЯ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ТОВАРОПРОИЗВОДИТЕЛЕЙ ""НАРОДНЫЙ ФЕРМЕР ЧУВАШИИ""",АССОЦИАЦИЯ НАРОДНЫЙ ФЕРМЕР ЧУВАШИИ,1232100006038,"428033, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Урукова, зд. 17А, офис 204", 56.138932, 47.208901,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/obedinenie-narodny-fermer-chuvashii-inn-2100009522-ogrn-1232100006038-03dfa49239a06a9be063259aa8c076a7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ТЕХНОЛОГИЧЕСКОЙ ОСНАСТКИ""",ООО ЦТО,2130128140,"428037, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-д Дорожный, д. 20В, стр. 3, помещ. 2", 56.114435, 47.310955,25.62,Обработка металлических изделий механическая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-tsto-inn-2130128140-ogrn-1132130014950-fa3cad3931844fcea607abc36e4e5237
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""АТРАТСКИЙ ДОМ-ИНТЕРНАТ""",БУ АТРАТСКИЙ ДОМ-ИНТЕРНАТ,1022101629791,"429841, Чувашская Республика - Чувашия, Алатырский район, пос. Атрать, ул. Лесная, д. 1", 55.006300, 46.700000,87.90,Деятельность по уходу с обеспечением проживания прочая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-alatyrski-raion/gbu-atratski-dom-internat-inn-2101002174-ogrn-1022101629791-6906d9b1b94b226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙМ КОЛЛ""",ООО ПРАЙМ КОЛЛ,3123450326,"308009, Белгородская обл., г. Белгород, ул. Князя Трубецкого, д. 24 пом. 39", 50.592818, 36.596327,82.20,Деятельность центров обработки телефонных вызовов,https://spark-interfax.ru/belgorodskaya-oblast-belgorod/ooo-praim-koll-inn-3123450326-ogrn-1193123005657-829c0540b55038d4e0531b9aa8c0741d
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ОБСЛУЖИВАЮЩИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""НИМЕ""",СОССПК НИМЕ,1192130004131,"429068, Чувашская Республика - Чувашия, Ядринский район, д. Кильдишево, ул. Шоссейная, д. 58", 55.844167, 46.583670,46.31,Торговля оптовая фруктами и овощами,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yadrinski-raion/koop-nime-inn-2119006500-ogrn-1192130004131-855c1a2635a28157e0531b9aa8c0fa20
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""БАТЫРЪ""",СППК БАТЫРЪ,1192130004560,"429371, Чувашская Республика - Чувашия, м.о. Батыревский, д Яншихово, ул Молодежная, зд. 1А, офис 3", 55.079165, 47.517516,10.11,Переработка и консервирование мяса,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/koop-batyr-inn-2103003695-ogrn-1192130004560-85e8eb0a6db91dd3e0531b9aa8c0bed0
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ШУМЕРЛИНСКИЙ ЗАВОД СПЕЦИАЛИЗИРОВАННЫХ АВТОМОБИЛЕЙ""",АО ШЗСА,2125000458,"429122, Чувашская Республика - Чувашия, г. Шумерля, ул. Щербакова, д. 60", 55.489640, 46.425520,29.10,Производство автотранспортных средств,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-shumerlya/ao-shzsa-inn-2125000458-ogrn-1022103028639-fdf6eabbdc184182a70676aa5cd8b62d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКАЯ РЕГИОНАЛЬНАЯ КОМПАНИЯ""",ООО ПРК,2127313505,"429950, Чувашская Республика - Чувашия, г. Новочебоксарск, ул. 10 Пятилетки, д. 49", 56.112958, 47.439987,93.29,Деятельность по организации отдыха и развлечений прочая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-prk-inn-2127313505-ogrn-1022100969934-96798d84d8654f029b39d9203ae6a0ec
