Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
СОВЕТ НАРОДНЫХ ДЕПУТАТОВ ОЛЬХОВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ,СОВЕТ НАРОДНЫХ ДЕПУТАТОВ ОЛЬХОВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,1033664504752,"396670, Воронежская обл., Ольховатский район, рабочий пос. Ольховатка, ул. Октябрьская, зд. 64", 50.278136, 39.303906,84.11.3,Деятельность органов местного самоуправления по управлению вопросами общего характера,https://spark-interfax.ru/voronezhskaya-oblast-olkhovatski-raion/mku-sovet-narodnykh-deputatov-olkhovatskogo-munitsipalnogo-raiona-inn-3618003909-ogrn-1033664504752-6906d94c145f226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОЕВСКОЕ""",ООО БОЕВСКОЕ,3613004070,"396346, Воронежская обл., Каширский район, с. Боево, ул. Ленина, д. 111", 51.394470, 39.318662,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-kashirski-raion/ooo-boevskoe-inn-3613004070-ogrn-1043675002436-617889548d7c7e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОПЕР""",ООО ХОПЕР,3608005689,"396201, Воронежская обл, м.р-н Панинский, с.п. Криушанское, с Александровка, ул Школьная, д. 35, офис 4", 51.475417, 39.942100,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-paninski-raion/ooo-khoper-inn-3608005689-ogrn-1133668027690-b4b97d80699a418fa1ae842ab04a5978
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЮН""",ООО ЮН,3629006475,"396333, Воронежская обл., Новоусманский район, пос. Свх Масловский 1 Отделение, ул. Ленина, д. 148 кв. 2", 51.532312, 39.314425,10.89,"Производство прочих пищевых продуктов, не включенных в другие группировки",https://spark-interfax.ru/voronezhskaya-oblast-novousmanski-raion/ooo-yun-inn-3629006475-ogrn-1073629000202-61788954a1f17e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРЕМИ""",ООО ДОРЕМИ,3662128287,"396820, Воронежская обл., Хохольский район, с. Рудкино, ул. 9 Января, д. 91А", 51.436167, 39.042044,93.19,Деятельность в области спорта прочая,https://spark-interfax.ru/voronezhskaya-oblast-khokholski-raion/ooo-doremi-inn-3662128287-ogrn-1073668008380-0148e5e914864fa4b166d129d0d66391
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМАНИ ГРУПП""",ООО ДОМАНИ ГРУПП,3662205044,"394038, Воронежская обл, г.о. город Воронеж, г Воронеж, ул Дорожная, д. 8, офис 10", 51.664369, 39.153171,93.11,Деятельность спортивных объектов,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-domani-grupp-inn-3662205044-ogrn-1143668029845-5df06b731ab2479b91b93bb69947938e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""",ООО РОДИНА,3652902960,"396755, Воронежская обл, м.р-н Богучарский, с.п. Луговское, с Данцевка, ул Новая, д. 11", 49.908260, 40.251965,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-bogucharski-raion/ooo-rodina-inn-3652902960-ogrn-1243600000060-9ae8129d312943a9919dae0ac67e5404
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУТЕМП""",ООО РУТЕМП,2308264730,"350004, Краснодарский кр., г. Краснодар, ул. Кожевенная, д. 36 офис 506", 45.038289, 38.946563,46.21.1,"Торговля оптовая зерном, семенами и кормами для животных",https://spark-interfax.ru/krasnodarski-krai-krasnodar/ooo-rutemp-inn-2308264730-ogrn-1192375030253-87028cd51cc01c27e0531b9aa8c070af
"СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПЕРЕРАБАТЫВАЮЩИЙ ПОТРЕБИТЕЛЬСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КООПЕРАТИВ ""ТЕРРА""",ССППСК ТЕРРА,1173668004366,"396363, Воронежская обл, м.р-н Каширский, с.п. Данковское, с Данково, ул Центральная, д. 20", 51.296407, 39.522062,10.39,Прочие виды переработки и консервирования фруктов и овощей,https://spark-interfax.ru/voronezhskaya-oblast-kashirski-raion/koop-terra-inn-3628018608-ogrn-1173668004366-6906d94cd902226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕРЕСК""",ООО ВЕРЕСК,3605008709,"397505, Воронежская обл., Бутурлиновский район, г. Бутурлиновка, ул. Фруктовая, д. 15", 50.828491, 40.587322,46.21,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",https://spark-interfax.ru/voronezhskaya-oblast-buturlinovski-raion/ooo-veresk-inn-3605008709-ogrn-1173668045066-591525cdb8405bb9e0531c9aa8c084ba
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕМЛЯНСКМОЛОКО""",ООО ЗЕМЛЯНСКМОЛОКО,3662054476,"396920, Воронежская обл., Семилукский район, с. Землянск, ул. Строителей, д. 19 к. А", 51.891179, 38.725930,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/ooo-zemlyanskmoloko-inn-3662054476-ogrn-1033676500175-158e63145f4c43bdb648f0bab09e2c5f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛКМ ЦЕНТР""",ООО ЛКМ ЦЕНТР,3661048198,"394033, Воронежская обл, г.о. город Воронеж, г Воронеж, ул Старых Большевиков, д. 53А, офис 8", 51.675379, 39.250751,20.30,"Производство красок, лаков и аналогичных материалов для нанесения покрытий, полиграфических красок и мастик",https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-lkm-tsentr-inn-3661048198-ogrn-1093668044810-3072cf7de7b8456e852fef0a32c76cbd
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КРЕДИТНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ВИКТОРИЯ""",СКПК ВИКТОРИЯ,1033659500093,"397350, Воронежская обл., Поворинский район, г. Поворино, пл. Комсомольская, д. 1", 51.199276, 42.240940,64.91,Деятельность по финансовой аренде (лизингу/сублизингу),https://spark-interfax.ru/voronezhskaya-oblast-povorinski-raion/koop-viktoriya-inn-3623006060-ogrn-1033659500093-6906d94c3483226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКЭНАР-ТЕРАПИЯ""",ООО СКЭНАР-ТЕРАПИЯ,3662054211,"394019, Воронежская обл., г. Воронеж, проспект Труда, д. 151 офис 6", 51.671902, 39.163876,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ooo-skenar-terapiya-inn-3662054211-ogrn-1033600008232-8d3aaac7849449ccabe940ff9b7a6a70
"КРЕСТЬЯНСКОЕ ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""ВЕДУГА""",КРЕСТЬЯНСКОЕ ФЕРМЕРСКОЕ ХОЗЯЙСТВО ВЕДУГА,1023601319488,"396913, Воронежская обл., Семилукский район, с. Старая Ведуга", 51.814691, 38.496952,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/kfkh-veduga-inn-3628003601-ogrn-1023601319488-6906d94bb9ff226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ""СТАРТ""",КХ СТАРТ,1033664501331,"396643, Воронежская обл., Россошанский район, с. Жилино, ул. Молодежная, д. 38", 49.912362, 39.427237,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-rossoshanski-raion/start-inn-3627001464-ogrn-1033664501331-617889546fc87e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""АГРО К.ВИ.С""",ООО ПКФ АГРО К.ВИ.С,3628009402,"396900, Воронежская обл., Семилукский район, с. Гремячий Колодезь, ул. Лихачева, д. 22 офис 2", 51.740536, 38.775250,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/ooo-agro-k-vi-s-inn-3628009402-ogrn-1033676502991-0d7c3e0c38be47c69bbb64e5a7ff4d1f
"ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ДРУЖБА""",ПК ДРУЖБА,1173668044197,"396925, Воронежская обл., Семилукский район, с. Малая Верейка, пер. Советский, д. 10", 51.964300, 38.702818,36.00.2,Распределение воды для питьевых и промышленных нужд,https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/pk-druzhba-inn-3628019030-ogrn-1173668044197-6906d94ce81e226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИГОРОДНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ ""ЧЕРНОЗЕМЬЕ""",АО ППК ЧЕРНОЗЕМЬЕ,3664108409,"394043, Воронежская обл., г. Воронеж, ул. Ленина, д. 104 к. Б неж. ВСТРОЕННОЕ пом. I В литера 1А офис 915", 51.682677, 39.214728,49.31,Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ao-ppk-chernozeme-inn-3664108409-ogrn-1103668042664-7963226f5b0c4ca09e4d143586e8be12
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""НИВА""",СПК НИВА,5810004370,"442264, Пензенская обл., Белинский район, с. Кукарки, ул. Центральная, зд. 68", 52.908939, 43.320064,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-belinski-raion/koop-niva-inn-5810004370-ogrn-1025801071229-3e73bc9e5cac42d79917ab407a2ab868
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""СОСНЫ""",К(Ф)Х СОСНЫ,1025800897869,"442392, Пензенская обл., Мокшанский район, пос. Потьминский, ул. Потьминская, домовладение 17", 53.613386, 44.206238,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-mokshanski-raion/kfkh-sosny-inn-5823005839-ogrn-1025800897869-6906d9915438226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ВЕНЕРА-1""",КФХ ВЕНЕРА-1,1025801073209,"442264, Пензенская обл., Белинский район, с. Кукарки, ул. Молодежная, д. 101", 52.907029, 43.313883,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-belinski-raion/kfkh-venera-inn-5810000720-ogrn-1025801073209-6906d9916827226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ДОЛГОРУКОВСКОЕ""",К(Ф)Х ДОЛГОРУКОВСКОЕ,1025800898892,"442392, Пензенская обл., Мокшанский район, с. Долгоруково", 53.616324, 44.242567,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-mokshanski-raion/kfkh-dolgorukovskoe-inn-5823001665-ogrn-1025800898892-6906d9914b71226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО "" ЭВРИКА """,К/Х ЭВРИКА,1025800680223,"442752, Пензенская обл., Бессоновский район, с. Александровка, ул. Центральная, д. 39", 53.490829, 44.909576,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-bessonovski-raion/evrika-inn-5809100625-ogrn-1025800680223-61788992122a7e1ce0531b9aa8c027ab
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ЛУНИНСКИЙ""",СПК ЛУНИНСКИЙ,5821000514,"442734, Пензенская обл., Лунинский район, с. Старая Степановка", 53.763314, 45.169506,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/penzenskaya-oblast-luninski-raion/koop-luninski-inn-5821000514-ogrn-1025800859402-c21c47e99fc449849ac6173fc9aab1ae
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-ТРЕЙДИНГ""",ООО АГРО-ТРЕЙДИНГ,5816003943,"442465, Пензенская обл., Камешкирский район, с. Красное Поле, ул. Полевая, д. 1", 52.834120, 46.293538,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/penzenskaya-oblast-kameshkirski-raion/ooo-agro-treiding-inn-5816003943-ogrn-1105803000126-90a030cbf9234199b164fd232adcce06
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРХАНГЕЛЬСКОЕ""",ЗАО АРХАНГЕЛЬСКОЕ,5828002912,"440066, Пензенская обл., г. Пенза, проспект Победы, д. 124Б", 53.227035, 44.938091,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-penza/ao-arkhangelskoe-inn-5828002912-ogrn-1025800643351-e2dd162d0f3548b790c0dd5b7d9dd2c3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""",ООО РОДИНА,5824002830,"442647, Пензенская обл., Наровчатский район, с. Вьюнки, ул. Молодежная, д. 10", 53.853284, 43.535649,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-narovchatski-raion/ooo-rodina-inn-5824002830-ogrn-1045801601966-7a83de799d8649e1a7cf401016b317c8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС-М""",ООО СЕРВИС-М,6316212098,"442530, Пензенская обл, г.о. город Кузнецк, г Кузнецк, ул Кирова, влд. 174Б, помещ. 2", 53.117141, 46.599401,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,https://spark-interfax.ru/penzenskaya-oblast-kuznetsk/ooo-servis-m-inn-6316212098-ogrn-1156313046548-af693a5fabd548b0a708822c06292b13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛОС""",ООО КОЛОС,5827008164,"442135, Пензенская обл., Нижнеломовский район, с. Кувак-Никольское, ул. Морозовка", 53.622167, 43.502241,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-nizhnelomovski-raion/ooo-kolos-inn-5827008164-ogrn-1025800977553-617889920f557e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСЕРВИС""",ООО АГРОСЕРВИС,5823007145,"442370, Пензенская обл., Мокшанский район, рабочий пос. Мокшан, ул. Куйбышева, д. 56", 53.436861, 44.595908,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-mokshanski-raion/ooo-agroservis-inn-5823007145-ogrn-1025800897374-f75a473e5bc047798f778887323c76dd
"СНАБЖЕНЧЕСКО-СБЫТОВОЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ПЕРСПЕКТИВА""",СССПК ПЕРСПЕКТИВА,5822003469,"410010, Саратовская обл., г. Саратов, ул. Им Тулайкова Н.М., д. 6", 51.571578, 46.000149,46.11.31,Деятельность агентов по оптовой торговле зерном,https://spark-interfax.ru/saratovskaya-oblast-saratov/koop-perspektiva-inn-5822003469-ogrn-1095805001841-6906d997c9bb226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИТ-ПРОДУКТ""",ООО ЭЛИТ-ПРОДУКТ,5824002742,"442642, Пензенская обл., Наровчатский район, с. Виляйки, ул. Молодежная, домовладение 2А", 53.780911, 43.686788,10.13.1,"Производство соленого, вареного, запеченого, копченого, вяленого и прочего мяса",https://spark-interfax.ru/penzenskaya-oblast-narovchatski-raion/ooo-elit-produkt-inn-5824002742-ogrn-1035801603584-2ac327173d0d49a7a3bc6c312addf59c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-МИР""",ООО АГРО-МИР,5820003488,"442560, Пензенская обл., Лопатинский район, с. Старый Вершаут, ул. Центральная, д. 56", 52.531941, 45.776888,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-lopatinski-raion/ooo-agro-mir-inn-5820003488-ogrn-1085803000238-e50d9fb5020f4b7dbd401200b8a89b68
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕЛИЗАВЕТИНО""",ООО ЕЛИЗАВЕТИНО,5802005919,"442250, Пензенская обл., Белинский район, г. Белинский, ул. П. Замойского, д. ЗД 4", 52.967918, 43.417487,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-belinski-raion/ooo-elizavetino-inn-5802005919-ogrn-1205800010734-b41d75b9d6215aa6e053219aa8c0ab3a
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АБАШЕВСКАЯ КЕРАМИКА""",АО АБАШЕВСКАЯ КЕРАМИКА,5807000262,"442600, Пензенская обл., Спасский район, г. Спасск, ул. Володарского, д. 95", 53.936757, 43.194151,32.99.8,Производство изделий народных художественных промыслов,https://spark-interfax.ru/penzenskaya-oblast-spasski-raion/ao-abashevskaya-keramika-inn-5807000262-ogrn-1025800976717-8032f25c2d1044488b0fbc83fc574c2e
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КРЕДИТНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""НАЧАЛО""",СКПК НАЧАЛО,5810007660,"442250, Пензенская обл., Белинский район, г. Белинский, пл. Комсомольская, д. 19", 52.965751, 43.417588,64.9,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",https://spark-interfax.ru/penzenskaya-oblast-belinski-raion/koop-nachalo-inn-5810007660-ogrn-1105802000611-6906d991acf8226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПАРТНЕР""",ООО АГРОПАРТНЕР,5835114092,"440064, Пензенская обл., г. Пенза, ул. Ладожская, д. 117 кв. 189", 53.218020, 44.887823,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-penza/ooo-agropartner-inn-5835114092-ogrn-1155835003873-4c1635b450dd4a00a7d7776b4ac2e5c6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОЛЬШАЯ ЛУКА""",ООО БОЛЬШАЯ ЛУКА,5811031520,"442185, Пензенская обл., Вадинский район, с. Большая Лука, ул. Советская, д. 81", 53.706071, 42.909666,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,https://spark-interfax.ru/penzenskaya-oblast-vadinski-raion/ooo-bolshaya-luka-inn-5811031520-ogrn-1105827000542-c3161eea0d374556aef97bfff5478398
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТЕПАНОВКА-АГРО""",ООО СТЕПАНОВКА-АГРО,5809005280,"442765, Пензенская обл, м.р-н Бессоновский, с.п. Степановский сельсовет, с Степановка, ул Дорожная, стр. 97Г", 53.253559, 45.412305,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-bessonovski-raion/ooo-stepanovka-agro-inn-5809005280-ogrn-1215800002549-bf1dc783bf34360de053219aa8c03fcb
