Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАМАКС""",ООО ДИАМАКС,6321128998,"445137, Самарская обл., Ставропольский район, с. Ташелка, ул. Менжинского, д. 4 пом. 1", 53.810876, 49.454865,01.70,"Охота, отлов и отстрел диких животных, включая предоставление услуг в этих областях",https://spark-interfax.ru/samarskaya-oblast-stavropolski-raion/ooo-diamaks-inn-6321128998-ogrn-1036301117764-a49006e3f6c545bdba8c01fa2c0d28d6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" НОВЕЙШИЕ ТЕХНОЛОГИИ""",ООО НОВОТЕК,6321171190,"445026, Самарская обл., г. Тольятти, проспект Ленинский, д. 38 офис 126", 53.522165, 49.269147,45.32,"Торговля розничная автомобильными деталями, узлами и принадлежностями",https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-novotek-inn-6321171190-ogrn-1066320174436-cffc092d47a04d05b096e88dabfa8703
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ИМЕНИ А.М.ТАРАСОВА""",ПАО ЗИТ,6319017480,"443011, Самарская обл., г. Самара, ул. Ново-Садовая, д. 311", 53.234333, 50.193903,29.31,Производство электрического и электронного оборудования для автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-samara/pao-zit-inn-6319017480-ogrn-1026301696794-402073b4772c4f9aab8f3ffdfc98a7dc
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КРОТОВКА"" СЕЛЬСКОГО ПОСЕЛЕНИЯ КРОТОВКА МУНИЦИПАЛЬНОГО РАЙОНА КИНЕЛЬ-ЧЕРКАССКИЙ САМАРСКОЙ ОБЛАСТИ",МУП КРОТОВКА,6372023810,"446320, Самарская обл., Кинель-Черкасский район, с. Кротовка, ул. Ульяновская, д. 9", 53.289037, 51.179557,81.30,Деятельность по благоустройству ландшафта,https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/mup-krotovka-inn-6372023810-ogrn-1166313116507-6906d957e156226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА ""СПЕКТР НЕДВИЖИМОСТИ""",ООО ФИРМА СПЕКТР НЕДВИЖИМОСТИ,6372010497,"446453, Самарская обл., г. Похвистнево, ул. Ново-Полевая, д. 60", 53.649473, 52.139547,68.32.1,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-pokhvistnevo/ooo-spektr-nedvizhimosti-inn-6372010497-ogrn-1066372000617-df906f6c75ac41999833a0f13dd34172
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМБИНАТ ПРАЧЕЧНОГО И БЫТОВОГО ОБСЛУЖИВАНИЯ""",ООО КОМБИНАТ ПРАЧЕЧНОГО И БЫТОВОГО ОБСЛУЖИВАНИЯ,6325057152,"446031, Самарская обл., г. Сызрань, проспект 50 Лет Октября, д. 59 офис 13", 53.119979, 48.399551,96.01,Стирка и химическая чистка текстильных и меховых изделий,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-kombinat-prachechnogo-i-bytovogo-obsluzhivaniya-inn-6325057152-ogrn-1136325000888-980ac96cdca24d82bc719fa00128d46e
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОСКРЕСЕНСКОЕ"" СЕЛЬСКОГО ПОСЕЛЕНИЯ ВОСКРЕСЕНКА МУНИЦИПАЛЬНОГО РАЙОНА ВОЛЖСКИЙ САМАРСКОЙ ОБЛАСТИ",МУП ВОСКРЕСЕНСКОЕ,6330062020,"443531, Самарская обл., Волжский район, с. Воскресенка, ул. Победы, д. 4", 53.057666, 50.015297,36.00,"Забор, очистка и распределение воды",https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/mup-voskresenskoe-inn-6330062020-ogrn-1146330001872-6906d957c5f6226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНОЕ""",ООО ЮЖНОЕ,6315637884,"445590, Самарская обл., Хворостянский район, с. Хворостянка, ул. Саморокова, д. 54", 52.601005, 48.971009,01.61,Предоставление услуг в области растениеводства,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/ooo-yuzhnoe-inn-6315637884-ogrn-1116315004959-28fc8e439c1443cc86dea27dd9132243
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКА""",ООО ЛУКА,6330104270,"445590, Самарская обл, м.р-н Хворостянский, с.п. Хворостянка, с Хворостянка, ул Партизанская, д. 46А", 52.601100, 48.978663,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/ooo-luka-inn-6330104270-ogrn-1256300011032-344794f6208725a5e063269aa8c0a900
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОБИЛЬ""",ООО МОБИЛЬ,6325022110,"446015, Самарская обл., г. Сызрань, пос. Елизарово, ул. Жукова, зд. 4 стр. 3", 53.084593, 48.413051,29.31,Производство электрического и электронного оборудования для автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-mobil-inn-6325022110-ogrn-1036301254978-04a7f976f3484738b25dac9e1ca4d051
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПОХВИСТНЕВСКОГО РАЙОНА""",ООО УПРАВЛЯЮЩАЯ КОМПАНИЯ ПОХВИСТНЕВСКОГО РАЙОНА,6372022799,"446460, Самарская обл., Похвистневский район, с. Подбельск, пер. Подбельский, д. 19", 53.602763, 51.798785,68.32,Управление недвижимым имуществом за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/ooo-upravlyayushchaya-kompaniya-pokhvistnevskogo-raiona-inn-6372022799-ogrn-1156313015110-539297deb31c4ef7901d25784cc289ac
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РЫНОК БОРСКИЙ""",МУП РЫНОК БОРСКИЙ,1026303400100,"446660, Самарская обл., Борский район, с. Борское, ул. Первомайская, д. 113 д", 53.034080, 51.712953,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,https://spark-interfax.ru/samarskaya-oblast-borski-raion/mup-rynok-borski-inn-6366004103-ogrn-1026303400100-6906d957dafb226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКТИС""",ООО МАКТИС,6318138548,"443081, Самарская обл, г.о. Самара, вн.р-н Советский, г Самара, ул Стара Загора, д. 27", 53.224997, 50.199657,58.14,Издание журналов и периодических изданий,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-maktis-inn-6318138548-ogrn-1046300777820-c534f2f0592a4015be5c76e2dad11020
"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ХРАМА В ЧЕСТЬ ИКОНЫ БОЖИЕЙ МАТЕРИ ""СПОРИТЕЛЬНИЦА ХЛЕБОВ"" ПОС. ВОСКРЕСЕНКА СЕЛЬСКОГОГО ПОСЕЛЕНИЯ КРАСНОЯРИХА МУНИЦИПАЛЬНОГО РАЙОНА ЧЕЛНО-ВЕРШИНСКИЙ ОТРАДНЕНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)",МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ХРАМА В ЧЕСТЬ ИКОНЫ БОЖИЕЙ МАТЕРИ СПОРИТЕЛЬНИЦА ХЛЕБОВ ПОС. ВОСКРЕСЕНКА СЕЛЬСКОГОГО ПОСЕЛЕНИЯ КРАСНОЯРИХА МУНИЦИПАЛЬНОГО РАЙОНА ЧЕЛНО-ВЕРШИНСКИЙ ОТРАДНЕНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ),1146300000263,"446846, Самарская обл., Челно-Вершинский район, пос. Воскресенка, ул. Воскресенская, д. 24А", 54.287348, 50.848130,94.91,Деятельность религиозных организаций,https://spark-interfax.ru/samarskaya-oblast-chelno-vershinski-raion/ro-sporitelnitsa-khlebov-pos-voskresenka-selskogogo-poseleniya-krasnoyarikha-munitsipalnogo-raiona-chelno-vershinski-otra-6906d95994e2226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛПРОМ""",ООО ЖИЛПРОМ,6369011540,"446970, Самарская обл., Камышлинский район, с. Камышла, ул. Победы, д. 114", 54.123964, 52.147144,68.32.1,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-kamyshlinski-raion/ooo-zhilprom-inn-6369011540-ogrn-1086369000079-6906d957d506226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПРЕСС 2016""",ООО ЭКСПРЕСС 2016,6345028061,"445359, Самарская обл., г. Жигулевск, ул. Морквашинская, д. 58 офис 29", 53.403214, 49.519472,41.20,Строительство жилых и нежилых зданий,https://spark-interfax.ru/samarskaya-oblast-zhigulevsk/ooo-ekspress-inn-6345028061-ogrn-1166313096905-bf3aea57d2364f52b8ff41c776180c21
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШКОЛЬНОЕ ПИТАНИЕ ГОРОДСКОГО ОКРУГА ЖИГУЛЕВСК""",ООО ШКОЛЬНОЕ ПИТАНИЕ ГОРОДСКОГО ОКРУГА ЖИГУЛЕВСК,6345031699,"445350, Самарская обл, г.о. Жигулевск, г Жигулевск, ул Самарская, д. 25", 53.398444, 49.507558,56.29.4,"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",https://spark-interfax.ru/samarskaya-oblast-zhigulevsk/ooo-shkolnoe-pitanie-gorodskogo-okruga-zhigulevsk-inn-6345031699-ogrn-1246300020900-6906d957914a226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРА""",ООО ГОРА,6313548090,"443048, Самарская обл., г. Самара, пос. Красная Глинка, ул. Южная, д. 14", 53.371814, 50.186644,79.11,Деятельность туристических агентств,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-gora-inn-6313548090-ogrn-1156313000645-680d13969243454f97d0a2d6cd33c42f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВИНТУР""",ООО ТВИНТУР,6316186585,"443101, Самарская обл, г.о. Самара, вн.р-н Куйбышевский, г Самара, проезд Гаражный, д. 5, офис 5", 53.195675, 50.260436,63.91,Деятельность информационных агентств,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-tvintur-inn-6316186585-ogrn-1136316005154-2b051dd9907e4588953ff7cedb6fb6a9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧУВАШЭЛЕКТРОКАБЕЛЬ""",ООО ЧУВАШЭЛЕКТРОКАБЕЛЬ,2130070531,"428037, Чувашская Республика - Чувашия, г. Чебоксары, проезд Дорожный, д. 4 пом. 3", 56.111536, 47.298543,27.32,Производство прочих проводов и кабелей для электронного и электрического оборудования,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-chuvashelektrokabel-inn-2130070531-ogrn-1102130003271-45fa842a0adf41d5aef1b4aa0d037731
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВАРОГ""",ООО СВАРОГ,2130135891,"428038, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Промышленная, д. 7Г", 56.110564, 47.171891,25.61,Обработка металлов и нанесение покрытий на металлы,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-svarog-inn-2130135891-ogrn-1142130005060-acd2cc729aaf4efa922003f5823863f4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРО-ИМПУЛЬС""",ООО ЭЛЕКТРО-ИМПУЛЬС,2128027017,"428000, Чувашская Республика - Чувашия, г. Чебоксары, проспект И.Я.Яковлева, д. 5 к. 14 пом. 87", 56.110334, 47.259373,27.12,Производство электрической распределительной и регулирующей аппаратуры,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-elektro-impuls-inn-2128027017-ogrn-1022101145857-3a8744b826d2438caac6558ad39c0af3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСФАЛЬТОБЕТОННЫЙ ЗАВОД""",ОООАБЗ,2130071341,"428003, Чувашская Республика - Чувашия, г. Чебоксары, бульвар Президентский, д. 33 пом. 12", 56.130512, 47.243430,23.61,Производство изделий из бетона для использования в строительстве,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-abz-inn-2130071341-ogrn-1102130004019-f6f08d7638694c60b5ba841198a03326
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАТЫРЕВО-ЛУК""",АО БАТЫРЕВО-ЛУК,2103005300,"429358, Чувашская Республика - Чувашия, Батыревский район, д. Старые Тойси, пер. Чебоксарский, д. 2", 55.073080, 47.828568,01.13.11,Выращивание овощей открытого грунта,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/ao-batyrevo-luk-inn-2103005300-ogrn-1202100008109-b277030b1b102f87e053219aa8c071b3
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМБИНАТ АВТОМОБИЛЬНЫХ ФУРГОНОВ""",АО КАФ,2125000440,"429120, Чувашская Республика - Чувашия, г. Шумерля, ул. Ленина, д. 21А", 55.502095, 46.397029,29.10,Производство автотранспортных средств,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-shumerlya/ao-kaf-inn-2125000440-ogrn-1022103028408-2f2c9f7c41414db2baee6314e8e8b350
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСОЮЗ КАРТОФЕЛЬ""",ООО АГРОСОЮЗ КАРТОФЕЛЬ,2112389967,"429530, Чувашская Республика - Чувашия, Моргаушский район, д. Шептаки (Моргаушское С/П), ул. В.Егоровой, д. 2", 55.964212, 46.768778,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-morgaushski-raion/ooo-agrosoyuz-kartofel-inn-2112389967-ogrn-1062136019802-2cce82cecbb141989397f4172b4b9971
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛАДКОНД""",ООО СЛАДКОНД,2124033450,"429956, Чувашская Республика - Чувашия, г. Новочебоксарск, ул. Советская, д. 51 офис 9", 56.118855, 47.457770,56.29,Деятельность предприятий общественного питания по прочим видам организации питания,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-sladkond-inn-2124033450-ogrn-1102124001737-fd25d54ad0b943d1a92e5d77976f5601
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",ООО АВАНГАРД,1614006863,"422418, Татарстан респ., Буинский район, с. Кайбицы, ул. Центральная, д. 1", 55.010517, 48.195530,01.46,Разведение свиней,https://spark-interfax.ru/respublika-tatarstan-buinski-raion/ooo-avangard-inn-1614006863-ogrn-1041639600628-68e42f7538dc4fbdad2514d69a573e77
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСПРОМ""",ООО ИНСПРОМ,2130198490,"428022, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Текстильщиков, д. 10, помещ./офис 7/340", 56.143112, 47.272359,41.20,Строительство жилых и нежилых зданий,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-insprom-inn-2130198490-ogrn-1182130002405-671b3918cbbc666de0531b9aa8c0caeb
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ПАЙГАС""",СХПК ПАЙГАС,1022101829353,"429146, Чувашская Республика - Чувашия, Комсомольский район, д. Старые Высли, ул. Кооперативная, д. 2", 55.218709, 47.318848,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/koop-paigas-inn-2108001645-ogrn-1022101829353-359d1e02582a4479b0eb0abdc03076e2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОРМОВСКИЙ""",ООО СОРМОВСКИЙ,2106000558,"429316, Чувашская Республика - Чувашия, Канашский район, с. Шоркасы, ул. Дзержинского, д. 1А", 55.667818, 47.368578,01.1,Выращивание однолетних культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/ooo-sormovski-inn-2106000558-ogrn-1062134016438-99623e71872e498da0d12225a158d3d8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ВЕЛЕС""",ООО АГРОФИРМА ВЕЛЕС,2115005626,"429912, Чувашская Республика - Чувашия, Цивильский район, д. Чиричкасы, ул. Советская, д. 56", 55.804721, 47.635339,10.91,"Производство готовых кормов для животных, содержащихся на фермах",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-tsivilski-raion/ooo-agrofirma-veles-inn-2115005626-ogrn-1162130053601-57bf93e607c34ef5a90fe1ffae414215
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""РОДИНА""",СХПК РОДИНА,1022101832455,"429353, Чувашская Республика - Чувашия, Батыревский район, с. Новое Ахпердино, ул. Ленина, д. 51", 55.085913, 47.696692,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/koop-rodina-inn-2103003984-ogrn-1022101832455-3e70de0bbf0449cfb359c7960924d632
СОБРАНИЕ ДЕПУТАТОВ ЕМЕТКИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ КОЗЛОВСКОГО РАЙОНА ЧУВАШСКОЙ РЕСПУБЛИКИ,СОБРАНИЕ ДЕПУТАТОВ ЕМЕТКИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ,1052137022420,"429438, Чувашская Республика - Чувашия, Козловский район, д. Еметкино, ул. Советская, д. 39 к. Б", 55.800265, 48.038095,84.11.35,Деятельность органов местного самоуправления городских округов,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kozlovski-raion/mku-sobranie-deputatov-emetkinskogo-selskogo-poseleniya-inn-2107902510-ogrn-1052137022420-6906d9b1cd49226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕБРАТА""",ООО СВЕБРАТА,2130148435,"428027, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Хузангая, д. 14, офис 118", 56.094812, 47.275005,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-svebrata-inn-2130148435-ogrn-1152130000010-0f3d50de5a944fe8900eef8793fa6311
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЛАН""",ООО АРЛАН,2123008878,"429330, Чувашская Республика - Чувашия, г. Канаш, ул. 30 Лет Победы, зд. 94/1", 55.498556, 47.499935,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/ooo-arlan-inn-2123008878-ogrn-1072134000927-b58d98f04e6344d7bace034eaac82aef
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУВАНЫ""",ООО ТУВАНЫ,2102421114,"603047, Нижегородская обл., г. Нижний Новгород, ул. Красных Зорь, д. 1 к. А", 56.315918, 43.872633,01.1,Выращивание однолетних культур,https://spark-interfax.ru/nizhegorodskaya-oblast-nizhni-novgorod/ooo-tuvany-inn-2102421114-ogrn-1062133004493-6178895604af7e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОТЕХ-ГАРАНТ СЛАВЯНСКИЙ""",ООО АГРОТЕХ-ГАРАНТ СЛАВЯНСКИЙ,3629007648,"397466, Воронежская обл., Таловский район, пос. Новотроицкий, ул. Набережная, д. 117", 51.177471, 40.723368,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-talovski-raion/ooo-agrotekh-garant-slavyanski-inn-3629007648-ogrn-1163668064394-139a94ba912d448e86f2c5fb15e4984e
