Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СБЫТОВОЙ КООПЕРАТИВ ""МИЛКА""",СППСК МИЛКА,3614009931,"397943, Воронежская обл., Лискинский район, с. Дракино, ул. Советская, д. 69", 51.140126, 39.388250,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/voronezhskaya-oblast-liskinski-raion/koop-milka-inn-3614009931-ogrn-1163668114389-6906d94ccf27226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНОЕ""",АО ЮЖНОЕ,3627018147,"396643, Воронежская обл., Россошанский район, с. Жилино, ул. Центральная, д. 15А", 49.904691, 39.416363,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-rossoshanski-raion/ao-yuzhnoe-inn-3627018147-ogrn-1033664502860-bbda3eafd6e84db9842fafa808de529e
"ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (АРТЕЛЬ) ""ЗОЛОТОЙ КОЛОС""",ПК (АРТЕЛЬ) ЗОЛОТОЙ КОЛОС,1023601497776,"396353, Воронежская обл., Каширский район, с. Красный Лог, ул. Степная, д. 3", 51.385463, 39.778703,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-kashirski-raion/kolkhoz-zolotoi-kolos-inn-3613002845-ogrn-1023601497776-963e1db538ef4f2e94f5c3f3ec0938f2
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРОИЦКОЕ""",АО ТРОИЦКОЕ,3614003344,"397949, Воронежская обл, м.р-н Лискинский, с.п. Троицкое, с Троицкое, ул Буденного, зд. 118А", 51.083685, 39.231985,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/voronezhskaya-oblast-liskinski-raion/ao-troitskoe-inn-3614003344-ogrn-1023601510085-c0c80a9f1dd7454b9437b953e7e231a0
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ПРОГРЕСС""",СПССК ПРОГРЕСС,7329001963,"433592, Ульяновская обл., Новомалыклинский район, с. Старая Тюгальбуга, ул. Садовая, д. 95", 54.319578, 50.147539,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/koop-progress-inn-7329001963-ogrn-1107329001812-6906d9a298f8226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ СБЫТОВОЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ЮЖНЫЙ КУСТ""",ССПК ЮЖНЫЙ КУСТ,1217300003788,"433384, Ульяновская обл, м.р-н Сенгилеевский, с.п. Елаурское, с Кротково, ул 1 Мая, двлд. 25, кв. 2", 53.777387, 48.558394,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-sengileevski-raion/koop-yuzhny-kust-inn-7321014706-ogrn-1217300003788-bf1dc783ccd1360de053219aa8c03fcb
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО - СБЫТОВОЙ КООПЕРАТИВ ""МОЛОКО""",СПССК МОЛОКО,7313006652,"433760, Ульяновская обл., Кузоватовский район, рабочий пос. Кузоватово, ул. Советская, зд. 1", 53.548359, 47.669464,46.33.1,Торговля оптовая молочными продуктами,https://spark-interfax.ru/ulyanovskaya-oblast-kuzovatovski-raion/koop-moloko-inn-7313006652-ogrn-1107313000068-6906d9a2f318226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ОБСЛУЖИВАЮЩИЙ КООПЕРАТИВ ""ФАКЕЛ""",СПССОК ФАКЕЛ,1197325005954,"433565, Ульяновская обл, м.р-н Новомалыклинский, с.п. Высококолковское, с Новая Куликовка, ул Кооперативная, д. 62", 54.125669, 50.054642,01.61,Предоставление услуг в области растениеводства,https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/koop-fakel-inn-7329030308-ogrn-1197325005954-855c1a2631df8157e0531b9aa8c0fa20
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ДУСЛЫК""",СПССК ДУСЛЫК,1207300011236,"433560, Ульяновская обл., Новомалыклинский район, с. Новая Малыкла, ул. Колхозная, д. 23", 54.210628, 49.918275,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/koop-duslyk-inn-7329034408-ogrn-1207300011236-afb6ee9e49c22ec6e053189aa8c0d775
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ-ПЕРЕРАБАТЫВАЮЩИЙ- СНАБЖЕНЧЕСКИЙ- СБЫТОВОЙ КООПЕРАТИВ ""ПАВЛОВСКИЙ""",СППССК ПАВЛОВСКИЙ,7311008118,"433977, Ульяновская обл., Павловский район, с. Татарский Шмалак, ул. Центральная, д. 28", 52.734152, 46.992798,10.5,Производство молочной продукции,https://spark-interfax.ru/ulyanovskaya-oblast-pavlovski-raion/koop-pavlovski-inn-7311008118-ogrn-1107311000334-6906d9a28ba3226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СБЫТОВОЙ КООПЕРАТИВ ""СОДЕЙСТВИЕ""",СПОК СОДЕЙСТВИЕ,7321318736,"433648, Ульяновская обл., Цильнинский район, с. Новые Алгаши, ул. Школьная, д. 46", 54.710300, 47.748153,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-tsilninski-raion/koop-sodeistvie-inn-7321318736-ogrn-1137321000167-6906d9a28a1a226ae0531b9aa8c04bb6
АССОЦИАЦИЯ ТЕРРИТОРИАЛЬНЫХ ОБЩЕСТВЕННЫХ САМОУПРАВЛЕНИЙ УЛЬЯНОВСКОЙ ОБЛАСТИ,АССОЦИАЦИЯ ТОС УЛЬЯНОВСКОЙ ОБЛАСТИ,1167325064389,"432034, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ш Московское, зд. 35", 54.307361, 48.326373,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/obedinenie-assotsiatsiya-tos-ulyanovskoi-oblasti-inn-7325146781-ogrn-1167325064389-6906d9a31ae7226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""МАЯК""",СПК МАЯК,7329001339,"433409, Ульяновская обл., Чердаклинский район, с. Абдуллово, ул. Западная, домовладение 12", 54.415288, 49.454893,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/ulyanovskaya-oblast-cherdaklinski-raion/koop-mayak-inn-7329001339-ogrn-1107329001207-6906d9a298b0226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""РОДИНА""",СПССК РОДИНА,1227300015832,"433592, Ульяновская обл, м.р-н Новомалыклинский, с.п. Новочеремшанское, с Старая Тюгальбуга, ул Речная, д. 25", 54.304601, 50.155731,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/pk-rodina-inn-7300012112-ogrn-1227300015832-eef8ad7b67325495e053249aa8c0d095
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""БЕРХЕЕВОЙ""",СПССПК БЕРХЕЕВОЙ,1197325011817,"433550, Ульяновская обл., Мелекесский район, рабочий пос. Мулловка, ул. Дорожная, д. 19", 54.216109, 49.386556,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-melekesski-raion/pk-berkheevoi-inn-7329031260-ogrn-1197325011817-8d9c57768c1e8d0fe0531c9aa8c0b969
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ФИЛИППОВСКИЙ""",СПССК ФИЛИППОВСКИЙ,1187325010047,"433528, Ульяновская обл., Мелекесский район, с. Филипповка, ул. Куйбышева, д. 11А", 53.998658, 49.763684,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-melekesski-raion/koop-filippovski-inn-7329027810-ogrn-1187325010047-6e4211ce5d6c2e06e0531b9aa8c09d0e
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""ВЕРХНЕЯКУШКИНСКИЙ""",СПССПК ВЕРХНЕЯКУШКИНСКИЙ,1197325012169,"433564, Ульяновская обл., Новомалыклинский район, с. Верхняя Якушка, ул. Советская, д. 20", 54.127885, 49.873680,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/koop-verkhneyakushkinski-inn-7329031301-ogrn-1197325012169-8e29285a12a81cfde0531c9aa8c05885
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПЕРЕРАБАТЫВАЮЩИЙ ОБЕСПЕЧИВАЮЩИЙ КООПЕРАТИВ ""ИНВЕСТ-ПОВОЛЖЬЕ""",СХПССПОК ИНВЕСТ-ПОВОЛЖЬЕ,1187325019914,"433547, Ульяновская обл., Мелекесский район, с. Александровка, ул. Набережная, д. 46", 53.923527, 49.403097,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/ulyanovskaya-oblast-melekesski-raion/koop-invest-povolzhe-inn-7329029060-ogrn-1187325019914-7ae8ee60c9c46771e0531b9aa8c01883
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА И ТУРИЗМА ""НАШЕ ДЕЛО""",АНО НАШЕ ДЕЛО,1197325011157,"433501, Ульяновская обл., г. Димитровград, ул. Самарская, домовладение 107", 54.221349, 49.650336,93.19,Деятельность в области спорта прочая,https://spark-interfax.ru/ulyanovskaya-oblast-dimitrovgrad/ano-nashe-delo-inn-7329031157-ogrn-1197325011157-8d0f86938a308e79e0531c9aa8c00b5f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИКА""",ООО НИКА,7309906210,"433210, Ульяновская обл., Карсунский район, рабочий пос. Карсун, ул. Гусева, зд. 36", 54.202608, 46.982819,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-karsunski-raion/ooo-nika-inn-7309906210-ogrn-1117309000071-afb379cf07e54c30a812c75d4eb932ec
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЭВЛ ГРУПП""",ООО ТРЭВЛ ГРУПП,7325122170,"432027, Ульяновская обл., г. Ульяновск, ул. Радищева, д. 149 пом. 13", 54.339289, 48.397263,79.1,Деятельность туристических агентств и туроператоров,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-trevl-grupp-inn-7325122170-ogrn-1137325004156-07aaa7e7fcb54f3c9f53a25c1588d486
"УЛЬЯНОВСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ВСЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""РУССКОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО""","УОО ВОО РУССКОЕ ГЕОГРАФИЧЕСКОЕ ОБЩЕСТВО, УОО ВОО РГО, УОО РГО",1187325005251,"432017, Ульяновская обл., г. Ульяновск, ул. Гончарова, д. 13/91А", 54.316177, 48.394979,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/oo-russkoe-geograficheskoe-obshchestvo-uoo-voo-rgo-uoo-rgo-inn-7325159156-ogrn-1187325005251-6906d9a329cd226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАТОРИЯ""",ООО АКВАТОРИЯ,7327100510,"432066, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ул Александровская, д. 60В, помещ. 123", 54.273124, 48.268812,93.21,Деятельность парков культуры и отдыха и тематических парков,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-akvatoriya-inn-7327100510-ogrn-1227300001400-d751acbcb0cb1b79e053259aa8c041b4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСТ-ГРУПП""",ООО РЕСТ-ГРУПП,7327064414,"432066, Ульяновская обл., г. Ульяновск, ул. Александровская, д. 60", 54.273124, 48.268812,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-rest-grupp-inn-7327064414-ogrn-1127327002219-c3d564cc32e64d2284c812f132b2643c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИАЛ КЛАБ ДЕЛЮКС ЭНД СПА""",ООО ИМПЕРИАЛ КЛАБ ДЕЛЮКС ЭНД СПА,7327097265,"432066, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ул Александровская, влд. 60, помещ. 87", 54.273124, 48.268812,55.10,Деятельность гостиниц и прочих мест для временного проживания,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-imperial-klab-delyuks-end-spa-inn-7327097265-ogrn-1217300001368-bab74067c1060bf1e053219aa8c0d78d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИРМЕД""",ООО АИРМЕД,7325087166,"432017, Ульяновская обл., г. Ульяновск, ул. Карла Либкнехта, д. 24/5А стр. 1 офис 65", 54.309184, 48.387990,47.73,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-airmed-inn-7325087166-ogrn-1097325001180-0262b0fdef6e4564b8f1989f52b6bc79
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ В СФЕРЕ РАЗВИТИЯ АВТОМОБИЛЬНОГО СПОРТА ""СИМБИРСКАВТОСПОРТ""",АНО СИМБИРСКАВТОСПОРТ,1237300011211,"432045, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ш Московское, д. 3", 54.292153, 48.277560,93.19,Деятельность в области спорта прочая,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ano-simbirskavtosport-inn-7300024848-ogrn-1237300011211-072cac0947917febe063259aa8c03ce0
ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ УЛЬЯНОВСКАЯ ЛАБОРАТОРИЯ СУДЕБНОЙ ЭКСПЕРТИЗЫ МИНИСТЕРСТВА ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ,ФБУ УЛЬЯНОВСКАЯ ЛСЭ МИНЮСТА РОССИИ,1027301161909,"432045, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ул Рябикова, д. 66.1", 54.278294, 48.291232,71.20.2,Судебно-экспертная деятельность,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/fgbu-ulyanovskaya-lse-minyusta-rossii-inn-7325000503-ogrn-1027301161909-6906d9a2c6e5226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАКИНОЛОКЕЙШН""",ООО ВОЛГАКИНОЛОКЕЙШН,7325117621,"432000, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, ул Гончарова, д. 24, помещ. 35", 54.315314, 48.396187,59.11,"Производство кинофильмов, видеофильмов и телевизионных программ",https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-volgakinolokeishn-inn-7325117621-ogrn-1127325007930-e4414ad0651f45bba4c14535261b2168
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОБЕДА""",ООО ПОБЕДА,7300035945,"433408, Ульяновская обл, м.р-н Чердаклинский, с.п. Крестовогородищенское, с Крестово-Городище, ул Ленина, д. 64", 54.182528, 48.628337,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/ulyanovskaya-oblast-cherdaklinski-raion/ooo-pobeda-inn-7300035945-ogrn-1247300008010-233a4963566f25c2e063259aa8c03f85
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТОК""",ООО РОСТОК,7320003211,"433376, Ульяновская обл., Тереньгульский район, с. Подкуровка, ул. Центральная, д. 71", 53.951888, 48.243322,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-terengulski-raion/ooo-rostok-inn-7320003211-ogrn-1037300740400-999b9e6f0229409ca3af3f71ebfcd85a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-ГУЛЮШЕВО""",ООО АГРО-ГУЛЮШЕВО,7309901860,"433245, Ульяновская обл., Сурский район, с. Гулюшево", 54.432079, 46.575686,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/ulyanovskaya-oblast-surski-raion/ooo-agro-gulyushevo-inn-7309901860-ogrn-1057309005588-200a98dd7b644e5c827e582690a3d61e
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОФИРМА ""СТАРОМАЙНСКАЯ""",АО АГРОФИРМА СТАРОМАЙНСКАЯ,7310101650,"433441, Ульяновская обл, м.р-н Старомайнский, с.п. Прибрежненское, с Прибрежное, ул Майская, зд. 1, офис 201", 54.538297, 48.950813,01.1,Выращивание однолетних культур,https://spark-interfax.ru/ulyanovskaya-oblast-staromainski-raion/ao-agrofirma-staromainskaya-inn-7310101650-ogrn-1067310026190-c25389e34d914845be2baeaadd7f1e41
"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""ПРОСТОРЫ"" С. СТЕПНАЯ ВАСИЛЬЕВКА МЕЛЕКЕССКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛАСТИ",ТОС ПРОСТОРЫ,1197325004964,"433544, Ульяновская обл., Мелекесский район, с. Степная Васильевка, ул. Набережная, д. 2", 54.061266, 49.519383,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/ulyanovskaya-oblast-melekesski-raion/oo-prostory-inn-7329030178-ogrn-1197325004964-83b5a777a26a7d7ee0531b9aa8c0b6fa
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КРЕДИТНЫЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""КУЗОВАТОВСКИЙ""",СКПК КУЗОВАТОВСКИЙ,7308005692,"433760, Ульяновская обл., Кузоватовский район, рабочий пос. Кузоватово, пер. Заводской, д. 16", 53.545191, 47.688497,64.92.1,Деятельность по предоставлению потребительского кредита,https://spark-interfax.ru/ulyanovskaya-oblast-kuzovatovski-raion/koop-kuzovatovski-inn-7308005692-ogrn-1077313000126-6906d9a2e2a6226ae0531b9aa8c04bb6
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЛЬЯНОВСКИЙ ФАРМАЦЕВТИЧЕСКИЙ КОЛЛЕДЖ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",ФГБ ПОУ УФК МИНЗДРАВА РОССИИ,1027301165253,"432017, Ульяновская обл., г. Ульяновск, ул. Льва Толстого, д. 37/110", 54.310896, 48.380000,85.21,Образование профессиональное среднее,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/fgbu-ufk-minzdrava-rossii-inn-7325000711-ogrn-1027301165253-6906d9a2c1b2226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИКИНГ-АГРО""",ООО ВИКИНГ-АГРО,7329000374,"433460, Ульяновская обл., Старомайнский район, рабочий пос. Старая Майна, ул. Гоголя, д. 29 офис 12", 54.607749, 48.923361,01.1,Выращивание однолетних культур,https://spark-interfax.ru/ulyanovskaya-oblast-staromainski-raion/ooo-viking-agro-inn-7329000374-ogrn-1107329000350-88f7136a67794994b156595fbed5020f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАЙНСКАЯ АГРОКОМПАНИЯ""",ООО МАЙНСКАЯ АГРОКОМПАНИЯ,7325146439,"433159, Ульяновская обл, м.р-н Майнский, г.п. Майнское, с Вязовка, ул Школьная, д. 11, офис 1", 54.053882, 47.728323,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-mainski-raion/ooo-mainskaya-agrokompaniya-inn-7325146439-ogrn-1167325063201-674f9c4ad6f44b76a46cb89830692689
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАВА 1""",ООО ЛАВА 1,7327026602,"432017, Ульяновская обл., г. Ульяновск, ул. Льва Толстого, д. 54/13", 54.311915, 48.392703,01.45.1,Разведение овец и коз,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-lava-inn-7327026602-ogrn-1027301480744-0313088632f74b2ea387a57c4e335f12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВИНОКОМПЛЕКС ИНТЕНСИВНОГО КОРМЛЕНИЯ НОВОМАЛЫКЛИНСКИЙ""",ООО СКИК НОВОМАЛЫКЛИНСКИЙ,7312002856,"433000, Ульяновская обл, м.р-н Новомалыклинский, с.п. Среднеякушкинское, тер. автодороги Казань-Буинск-Ульяновск, тракт Среднеякушкинский, зд. 1", 54.205066, 49.930843,01.46,Разведение свиней,https://spark-interfax.ru/ulyanovskaya-oblast-novomalyklinski-raion/ooo-skik-novomalyklinski-inn-7312002856-ogrn-1027300786864-8172f30a2ee04d0d8b337fd3515ddda8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОФИРМА ""ПРИВОЛЖЬЕ""",ООО АГРОФИРМА ПРИВОЛЖЬЕ,7310102358,"432072, Ульяновская обл, г.о. город Ульяновск, г Ульяновск, пр-кт Туполева, д. 31, офис 216", 54.376067, 48.566516,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovsk/ooo-privolzhe-inn-7310102358-ogrn-1067310027894-5b0a4b1244194ae2a9061cb490289886
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""СИМБИРКА""",ООО ТД СИМБИРКА,7327047715,"433313, Ульяновская обл., Ульяновский район, с. Шумовка, ул. Победы, д. 2Б", 54.515890, 48.211684,01.13.51,Выращивание сахарной свеклы,https://spark-interfax.ru/ulyanovskaya-oblast-ulyanovski-raion/ooo-td-simbirka-inn-7327047715-ogrn-1087327003807-ffb292d29a5849299f2acf2772d62746
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""СТЕПНОЙ САД""",СХПК СТЕПНОЙ САД,7322001668,"433640, Ульяновская обл., Цильнинский район, с. Степное Анненково", 54.388300, 47.858099,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-tsilninski-raion/koop-stepnoi-sad-inn-7322001668-ogrn-1027301056045-6a6b3a625d1b42e38d98150c49d42363
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГА""",ООО ВОЛГА,7321317080,"433604, Ульяновская обл., Цильнинский район, с. Елховое Озеро, ул. Советская, д. 32", 54.690747, 48.190589,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/ulyanovskaya-oblast-tsilninski-raion/ooo-volga-inn-7321317080-ogrn-1117321000830-0d0b86a25db64c8abfb8122f626e5dc6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""ЛЕБЯЖИНСКИЙ""",СППК ЛЕБЯЖИНСКИЙ,1227300005437,"433541, Ульяновская обл, м.р-н Мелекесский, с.п. Лебяжинское, с Лебяжье, ул Полевая, зд. 27, офис 1", 54.123929, 49.615566,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/ulyanovskaya-oblast-melekesski-raion/koop-lebyazhinski-inn-7300001752-ogrn-1227300005437-de784a39b40d1a58e053259aa8c0c9ec
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРЕФОРДОРГАНИК""",ООО ГЕРЕФОРДОРГАНИК,7329009218,"433436, Ульяновская обл., Чердаклинский район, с. Старое Еремкино, ул. Калинина, д. 17", 54.316756, 49.272918,01.4,Животноводство,https://spark-interfax.ru/ulyanovskaya-oblast-cherdaklinski-raion/ooo-gerefordorganik-inn-7329009218-ogrn-1137329000148-fdd04f1807be46459f6f88aeaac297f5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЬСКИЙ""",ООО ВОЛЬСКИЙ,7321002926,"433621, Ульяновская обл., Цильнинский район, с. Малое Нагаткино, ул. Зеленая, д. 15", 54.629477, 47.898528,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/ulyanovskaya-oblast-tsilninski-raion/ooo-volski-inn-7321002926-ogrn-1177325006484-0ee23cae1c9b4c1e8a9be8fa400a9561
