Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АРХИВ МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ""",МБУ АРХИВ МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА,1062136001070,"429530, Чувашская Республика - Чувашия, Моргаушский район, с. Моргауши, ул. Мира, д. 6А", 55.967999, 46.771867,91.01,Деятельность библиотек и архивов,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-morgaushski-raion/mbu-arkhiv-morgaushskogo-munitsipalnogo-okruga-inn-2112389572-ogrn-1062136001070-6906d9b1cf27226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 11"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ № 11 Г. ЧЕБОКСАРЫ,1022100983453,"428008, Чувашская Республика - Чувашия, г. Чебоксары, ул. Аркадия Гайдара, д. 3", 56.144490, 47.267137,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2127305582-ogrn-1022100983453-6906d9b1bf78226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 10 ИМЕНИ ЛЁТЧИКА-КОСМОНАВТА А.Г.НИКОЛАЕВА"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ № 10 Г.ЧЕБОКСАРЫ,1022101141622,"428020, Чувашская Республика - Чувашия, г. Чебоксары, ул. Космонавта Николаева А.Г., д. 1", 56.121828, 47.271598,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2128019619-ogrn-1022101141622-6906d9b1bfeb226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 45"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ №45,1022101286393,"428035, Чувашская Республика - Чувашия, г. Чебоксары, ул. Ахазова, д. 9 к. А", 56.146243, 47.174522,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-inn-2129039174-ogrn-1022101286393-6906d9b1c3a3226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 2"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ ЛИЦЕЙ № 2 Г. ЧЕБОКСАРЫ,1022101141061,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Шевченко, д. 2", 56.129217, 47.245516,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-litsei-n-g-cheboksary-inn-2128019390-ogrn-1022101141061-6906d9b1bffd226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 7 ИМЕНИ ОЛЕГА БЕСПАЛОВА, ВОИНА-ДЕСАНТНИКА, ПОГИБШЕГО В АФГАНИСТАНЕ"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ №7 ИМЕНИ ОЛЕГА БЕСПАЛОВА Г. ЧЕБОКСАРЫ,1022101281388,"428006, Чувашская Республика - Чувашия, г. Чебоксары, пл. Победы, д. 3", 56.108823, 47.171953,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-imeni-olega-bespalova-g-cheboksary-inn-2129036159-ogrn-1022101281388-6906d9b1c053226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАДЕТСКАЯ ШКОЛА ИМЕНИ ГЕНЕРАЛ-МАЙОРА МИЛИЦИИ В.А. АРХИПОВА"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ КАДЕТСКАЯ ШКОЛА Г. ЧЕБОКСАРЫ,1022101285458,"428023, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Гражданская, д. 50", 56.125659, 47.204800,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-kadetskaya-shkola-g-cheboksary-inn-2129036303-ogrn-1022101285458-6906d9b1c056226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 4"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ ГИМНАЗИЯ № 4 Г.ЧЕБОКСАРЫ,1022101147540,"428003, Чувашская Республика - Чувашия, г. Чебоксары, ул. Энгельса, д. 1 к. А", 56.128446, 47.254980,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-gimnaziya-n-g-cheboksary-inn-2128031408-ogrn-1022101147540-6906d9b1c3bd226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ № 9 Г. ЧЕБОКСАРЫ,1022101139092,"428010, Чувашская Республика - Чувашия, г. Чебоксары, ул. Богдана Хмельницкого, д. 75", 56.120648, 47.227472,85.13,Образование основное общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2128019601-ogrn-1022101139092-6906d9b1bffc226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 30 ИМЕНИ А.И. ТРОФИМОВА"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ № 30 Г.ЧЕБОКСАРЫ,1022100979427,"428022, Чувашская Республика - Чувашия, г. Чебоксары, ул. Патриса Лумумбы, д. 10А", 56.130050, 47.277334,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2127305470-ogrn-1022100979427-6906d9b1bf82226ae0531b9aa8c04bb6
