Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНАШСКОЕ ПРЕДПРИЯТИЕ ""ОСНАСТКА""",ООО КАНАШСКОЕ ПРЕДПРИЯТИЕ ОСНАСТКА,2123008010,"429333, Чувашская Республика - Чувашия, м.о. Канашский, г Канаш, ул Фрунзе, зд. 6Ж", 55.501158, 47.469382,25.99,"Производство прочих готовых металлических изделий, не включенных в другие группировки",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/ooo-kanashskoe-predpriyatie-osnastka-inn-2123008010-ogrn-1062134020277-95fb4cee1b1f4bd09ab6963845a2454c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КП ОСНАСТКА""",ООО КП ОСНАСТКА,2123019213,"429334, Чувашская Республика - Чувашия, г. Канаш, ул. 30 Лет Чувашии, д. 12 кв. 48", 55.510963, 47.510458,25.99,"Производство прочих готовых металлических изделий, не включенных в другие группировки",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/ooo-kp-osnastka-inn-2123019213-ogrn-1172130009160-f67814feb77e4166b337f4ccf9f30910
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУБИН""",ООО РУБИН,2124024431,"429955, Чувашская Республика - Чувашия, г. Новочебоксарск, ул. Промышленная, д. 70", 56.094901, 47.511610,25.1,Производство строительных металлических конструкций и изделий,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-rubin-inn-2124024431-ogrn-1052124041683-ea47e0ddf4044290b9466cf1b994a288
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕЛЕМАТИКА""",ООО РЕЛЕМАТИКА,2129041046,"428003, Чувашская Республика - Чувашия, г. Чебоксары, проспект И.Я.Яковлева, д. 1", 56.113621, 47.257719,27.12,Производство электрической распределительной и регулирующей аппаратуры,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-relematika-inn-2129041046-ogrn-1022101276735-15b0c66ef67a4ba99d85849cae4a7cd3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕСПРОМ-2000""",ООО ЛЕСПРОМ-2000,2124017106,"429965, Чувашская Республика - Чувашия, г.о. город Новочебоксарск, г Новочебоксарск, ул Промышленная, влд. 23Л", 56.110023, 47.505713,16.10,Распиловка и строгание древесины,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-lesprom-inn-2124017106-ogrn-1022100906398-bda10e212b5e4654abcfc156c0bcbe96
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНАШСКИЙ ВАГОНОСТРОИТЕЛЬНЫЙ ЗАВОД""",ООО КАВАЗ,2123023410,"429332, Чувашская Республика - Чувашия, м.о. Канашский, г Канаш, ул Ильича, д. 1А, стр. 4, помещ. 5, 8", 55.522300, 47.525950,30.20.33,"Производство несамоходных железнодорожных, трамвайных и прочих вагонов для перевозки грузов",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/ooo-kavaz-inn-2123023410-ogrn-1202100003027-a3102a29761b663ae053189aa8c0b190
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДАРУ""",ООО АДАРУ,2130175510,"428024, Чувашская Республика - Чувашия, г. Чебоксары, проезд Гаражный, д. 5 пом. 2.3,2.5", 56.113041, 47.277030,13.92,"Производство готовых текстильных изделий, кроме одежды",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-adaru-inn-2130175510-ogrn-1162130062082-9f7cf5322a674899a8683e8e87f92f9e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕСТОРГ""",ООО ЛЕСТОРГ,2124044639,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-кт Ленина, д. 7Б, кв. 13", 56.130189, 47.248968,16.10,Распиловка и строгание древесины,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-lestorg-inn-2124044639-ogrn-1172130017201-5ff4cddbdc9003b4e0531b9aa8c042d8
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АБС ЗЭИМ АВТОМАТИЗАЦИЯ""",АО АБС ЗЭИМ АВТОМАТИЗАЦИЯ,2128006240,"428003, Чувашская Республика - Чувашия, г. Чебоксары, проспект И.Я.Яковлева, д. 1", 56.113621, 47.257719,26.51.7,Производство приборов и аппаратуры для автоматического регулирования или управления,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ao-abs-zeim-avtomatizatsiya-inn-2128006240-ogrn-1022101130314-6384171eba124a6aae08cd6a2a194020
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ЧЕБОКСАРСКИЙ АГРЕГАТНЫЙ ЗАВОД""",ООО ПК ЧАЗ,2130212659,"428003, Чувашская Республика - Чувашия, г. Чебоксары, проспект Мира, д. 1 каб. 410", 56.124318, 47.284550,29.32,Производство прочих комплектующих и принадлежностей для автотранспортных средств,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-pk-chaz-inn-2130212659-ogrn-1192130008498-8eb57daf6e6c5e32e0531c9aa8c0bf86
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКСНЫЙ ЗАВОД СПЕЦИАЛИЗИРОВАННОЙ ПРОДУКЦИИ""",ООО КЗСП,2123023770,"428028, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-кт Тракторостроителей, зд. 113И", 56.112185, 47.328073,20.16,Производство пластмасс и синтетических смол в первичных формах,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-kzsp-inn-2123023770-ogrn-1202100004985-aac3969adbbc3b41e053189aa8c0feee
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙАВТОХОЗЯЙСТВО""",ООО СТРОЙАВТОХОЗЯЙСТВО,2130097043,"428024, Чувашская Республика - Чувашия, г. Чебоксары, проспект Мира, д. 62Б", 56.114355, 47.267879,16.10,Распиловка и строгание древесины,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-stroiavtokhozyaistvo-inn-2130097043-ogrn-1112130016272-4e5bf819616a41dca0a65c3994870a58
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""СЕМЕНОВСКИЙ""",СПК СЕМЕНОВСКИЙ,1022103032160,"429024, Чувашская Республика - Чувашия, Порецкий район, с. Семеновское, ул. Азина, д. 6", 55.198945, 46.326184,01.1,Выращивание однолетних культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-poretski-raion/koop-semenovski-inn-2113000260-ogrn-1022103032160-c47bd6bccc9b4597af98cff008a9bee6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОФИРМА ""АК БАРС""",ООО АГРОФИРМА АК БАРС,2108007534,"429140, Чувашская Республика - Чувашия, Комсомольский район, с. Комсомольское, ул. Куйбышева, д. 15", 55.258677, 47.544190,01.1,Выращивание однолетних культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/ooo-ak-bars-inn-2108007534-ogrn-1092132000300-7e651f9ff0cc49a9bbd5420cf9b1daa0
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ШИГАЛИ""",СХПК ШИГАЛИ,2114000424,"429402, Чувашская Республика - Чувашия, Урмарский район, с. Шигали, ул. Гагарина, д. 7", 55.554101, 48.032485,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-urmarski-raion/koop-shigali-inn-2114000424-ogrn-1022102833191-8b512df60018449f9d56319005c98b80
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ОБСЛУЖИВАЮЩИЙ КООПЕРАТИВ ""АНАТКАС""",СПОК АНАТКАС,2106007296,"429312, Чувашская Республика - Чувашия, Канашский район, д. Сеспель, ул. Школьная, д. 62", 55.600405, 47.302727,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/pk-anatkas-inn-2106007296-ogrn-1082134000926-6906d9b1ddf5226ae0531b9aa8c04bb6
"ГАРАЖНЫЙ КООПЕРАТИВ ""СВЕТ"" ПО СТРОИТЕЛЬСТВУ И ЭКСПЛУАТАЦИИ КОЛЛЕКТИВНОГО ГАРАЖА-СТОЯНКИ ДЛЯ АВТОМОТОТРАНСПОРТА",ГАРАЖНЫЙ КООПЕРАТИВ СВЕТ ПО СТРОИТЕЛЬСТВУ И ЭКСПЛУАТАЦИИ КОЛЛЕКТИВНОГО ГАРАЖА-СТОЯНКИ ДЛЯ АВТОМОТОТРАНСПОРТА,1102134000044,"429335, Чувашская Республика - Чувашия, г. Канаш, ул. Красноармейская, д. 72", 55.507701, 47.472239,52.21.24,Деятельность стоянок для транспортных средств,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/gsk-svet-po-stroitelstvu-i-ekspluatatsii-kollektivnogo-garazha-stoyanki-dlya-avtomototransporta-inn-2123011422-ogrn-11021-6906d9b1e366226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕРОЙ""",ООО ГЕРОЙ,2119006074,"429067, Чувашская Республика - Чувашия, Ядринский район, с. Большое Чурашево, ул. 40 Лет Победы, д. 39", 55.922511, 46.478618,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yadrinski-raion/ooo-geroi-inn-2119006074-ogrn-1152138000057-dccd1aa07ac942faa9912578d97ff606
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМЪ ХОРОШАВИНА АНДРЕЯ ВАСИЛЬЕВИЧА""",ООО ТД ХОРОШАВИНА А.В.,2115005489,"429904, Чувашская Республика - Чувашия, Цивильский район, д. Вторые Вурманкасы, ул. Центральная, д. 11", 55.866107, 47.473703,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-tsivilski-raion/ooo-td-khoroshavina-a-v-inn-2115005489-ogrn-1152137030210-90fd10b34920479e96f12771766cea3b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЮРЕЕВО""",ООО СХП ЮРЕЕВО,6381010359,"446802, Самарская обл., Кошкинский район, с. Надеждино, ул. Центральная, зд. 52 каб. 9", 54.112628, 50.369621,01.42.1,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др.",https://spark-interfax.ru/samarskaya-oblast-koshkinski-raion/ooo-yureevo-inn-6381010359-ogrn-1056381017329-5fb4d66c6e134016b1558eb47c643823
"ТОВАРИЩЕСТВО НА ВЕРЕ АГРОФИРМА "" АЛЕКСАНДРОВСКАЯ """,ТВ АЛЕКСАНДРОВСКАЯ,1318107928,"431568, Мордовия респ., Старошайговский район, с. Новая Александровка", 54.503948, 44.432167,99999,99999,https://spark-interfax.ru/mordoviya-respublika-staroshaigovski-raion/tv-aleksandrovskaya-inn-1318107928-ogrn-1021300768180-617889a838ac7e1ce0531b9aa8c027ab
"ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ""ТРОИЦКОЕ СЕЛЬСКОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО""",ТРОИЦКОЕ СЕЛЬПО,6330047512,"446231, Самарская обл., г. Чапаевск, ул. Ватутина, д. 1А кв. 14", 52.954677, 49.693168,46.21.11,Торговля оптовая зерном,https://spark-interfax.ru/samarskaya-oblast-chapaevsk/pob-troitskoe-selpo-inn-6330047512-ogrn-1116330001347-6906d9593615226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""БАРАКАТ""",К(Ф)Х БАРАКАТ,1216300041451,"446870, Самарская обл, м.р-н Елховский, с.п. Никитинка, д Горностаевка, ул Центральная, д. 6", 53.888587, 50.321642,01.42,"Разведение прочих пород крупного рогатого скота и буйволов, производство спермы",https://spark-interfax.ru/samarskaya-oblast-elkhovski-raion/kfkh-k-f-kh-barakat-inn-6376029851-ogrn-1216300041451-cbc486752f933d23e053219aa8c0222b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНОЕ СТРОИТЕЛЬСТВО""",ООО ДОРСТРОЙ,6325077600,"446730, Самарская обл, м.р-н Шигонский, с.п. Муранка, с Муранка, ул Ульяновская, д. 6", 53.328598, 48.794139,23.99.2,Производство изделий из асфальта или аналогичных материалов,https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/ooo-dorstroi-inn-6325077600-ogrn-1226300004853-d751acbcb09d1b79e053259aa8c041b4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОАППАРАТ""",ООО ЭЛЕКТРОАППАРАТ,6312147088,"443048, Самарская обл, г.о. Самара, вн.р-н Красноглинский, п Красная Глинка, ул Жигули, д. 61, офис 1", 53.384603, 50.166682,27.12,Производство электрической распределительной и регулирующей аппаратуры,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-elektroapparat-inn-6312147088-ogrn-1156312002021-232e2e89f3ad46ceb9d2f269bcd2d0ac
"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""ЧАПАЕВСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ""НАДЕЖДА""",ГКУ СО ЧАПАЕВСКИЙ РЦДИПОВ НАДЕЖДА,1036301510079,"446115, Самарская обл., г. Чапаевск, ул. Ярославская, д. 9", 52.956688, 49.686062,87.90,Деятельность по уходу с обеспечением проживания прочая,https://spark-interfax.ru/samarskaya-oblast-chapaevsk/gku-chapaevski-rtsdipov-nadezhda-inn-6335002402-ogrn-1036301510079-6906d9585e92226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙОСНАЩЕНИЕ""",ООО СО,6316170391,"446410, Самарская обл., Кинельский район, пос. Кинельский, ул. Светлая, д. 1А", 53.251322, 50.650036,46.73.6,Торговля оптовая прочими строительными материалами и изделиями,https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/ooo-so-inn-6316170391-ogrn-1116316010051-f0136cdaf76a493180f22a0df12c0df2
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ТЕПЛЫЙ ДОЛ""",КФХ ТЕПЛЫЙ ДОЛ,1226300019395,"446166, Самарская обл, м.р-н Пестравский, с.п. Мосты, с Мосты, ул Республиканская, д. 6, кв. 2", 52.307761, 49.813221,01.42.11,"Разведение мясного и прочего крупного рогатого скота, включая буйволов, яков и др., на мясо",https://spark-interfax.ru/samarskaya-oblast-pestravski-raion/kfkh-teply-dol-inn-6375006450-ogrn-1226300019395-ddeb7955f2b93cf2e053259aa8c0dcbb
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА""",ООО АЛЬФА,6321195634,"445032, Самарская обл., г. Тольятти, ул. Заставная, зд. 24", 53.545825, 49.265058,45.20.2,Техническое обслуживание и ремонт прочих автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-alfa-inn-6321195634-ogrn-1076320023944-0d488a909647470487cb56568b586d0f
