Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
ФОНД РАЗВИТИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА САМАРСКОЙ ОБЛАСТИ,ФРЖС СО,1026300969485,"443010, Самарская обл, г.о. Самара, вн.р-н Самарский, г Самара, ул Самарская, д. 64", 53.188738, 50.101989,71.12,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",https://spark-interfax.ru/samarskaya-oblast-samara/fond-frzhs-inn-6315831345-ogrn-1026300969485-6906d95773df226ae0531b9aa8c04bb6
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""ВЕТЕРОК""",СППК ВЕТЕРОК,1196313057104,"443524, Самарская обл., Волжский район, с. Подъем-Михайловка, ул. Советская, д. 37 кв. 1", 52.817394, 50.521528,10.11,Переработка и консервирование мяса,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/koop-veterok-inn-6330087480-ogrn-1196313057104-8d9c577682b98d0fe0531c9aa8c0b969
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""ШИГОНСКИЙ""",СПССК ШИГОНСКИЙ,1246300012595,"446720, Самарская обл, м.р-н Шигонский, с.п. Шигоны, с Шигоны, ул Молодежная, д. 7, кв. 1", 53.380668, 48.670769,01.63,Деятельность сельскохозяйственная после сбора урожая,https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/koop-shigonski-inn-6325079830-ogrn-1246300012595-172055d667677d63e063259aa8c07e38
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СНАБЖЕНЧЕСКИЙ СБЫТОВОЙ ОБСЛУЖИВАЮЩИЙ КООПЕРАТИВ ""УСОЛЬЕ""",СППССОК УСОЛЬЕ,1216300024016,"446733, Самарская обл, м.р-н Шигонский, с.п. Усолье, с Усолье, ул Олимпийская, д. 53", 53.399390, 49.051725,01.61,Предоставление услуг в области растениеводства,https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/koop-usole-inn-6325076821-ogrn-1216300024016-c2f77da65ccf3d5de053219aa8c0195e
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СБЫТОВОЙ СНАБЖЕНЧЕСКИЙ ОБСЛУЖИВАЮЩИЙ КООПЕРАТИВ ""СЫЗРАНСКИЙ""",СППССОКСЫЗРАНСКИЙ,1216300057841,"446070, Самарская обл, м.р-н Сызранский, с.п. Заборовка, с Заборовка, ул Октябрьская, д. 43", 53.220642, 48.248080,10.13,Производство продукции из мяса убойных животных и мяса птицы,https://spark-interfax.ru/samarskaya-oblast-syzranski-raion/koop-syzranski-inn-6325077416-ogrn-1216300057841-d2eb2789275c45a5e053219aa8c0e5df
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИЦИНСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР"" СЕРГИЕВСКИЕ МИНЕРАЛЬНЫЕ ВОДЫ"" ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",ФГБУЗ МРЦ СЕРГИЕВСКИЕ МИНЕРАЛЬНЫЕ ВОДЫ ФМБА РОССИИ,6381000103,"446533, Самарская обл., Сергиевский район, пос. Серноводск, ул. Советская, д. 63", 53.919911, 51.256332,86.90.4,Деятельность санаторно-курортных организаций,https://spark-interfax.ru/samarskaya-oblast-sergievski-raion/fgbu-sergievskie-mineralnye-vody-fmba-rossii-inn-6381000103-ogrn-1036303160013-6906d95813c6226ae0531b9aa8c04bb6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ ""ПЛАНЕТА ДЕТСТВА ""ЛАДА""",АНО ДО ПЛАНЕТА ДЕТСТВА ЛАДА,1056320274120,"445051, Самарская обл, г.о. Тольятти, г Тольятти, пр-кт Степана Разина, влд. 53", 53.515162, 49.296842,85.11,Образование дошкольное,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ano-planeta-detstva-lada-inn-6321160744-ogrn-1056320274120-6906d957763e226ae0531b9aa8c04bb6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР РАЗВИТИЯ ТУРИЗМА И ГОСТЕПРИИМСТВА САМАРСКОЙ ОБЛАСТИ""",АНО ЦРТГ,1256300008360,"443071, Самарская обл, г.о. Самара, вн.р-н Ленинский, г Самара, пр-кт Волжский, д. 19", 53.203657, 50.107049,82.30,Деятельность по организации конференций и выставок,https://spark-interfax.ru/samarskaya-oblast-samara/ano-tsrtg-inn-6317169977-ogrn-1256300008360-32145167fd434496e063269aa8c07a1e
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИВА""",АО НИВА,6382000297,"445134, Самарская обл., Ставропольский район, с. Нижнее Санчелеево, ул. Солнечная, д. 1", 53.671585, 49.435423,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-stavropolski-raion/ao-niva-inn-6382000297-ogrn-1026303943160-305e1cf2412245fab24cd9315b253c7a
"СЕЛЬСКОХОЗЯЙСТВЕННАЯ АРТЕЛЬ (КОЛХОЗ) ""ДРУЖБА""",АРТЕЛЬ ДРУЖБА,6379000226,"446482, Самарская обл., Похвистневский район, с. Ахрат, ул. Школьная, д. 31", 53.502808, 52.034579,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/kolkhoz-druzhba-inn-6379000226-ogrn-1036301950057-1dec02bdaa3241efb99deca7c13c01f2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРОВКИНО""",ООО КОРОВКИНО,6375191795,"446147, Самарская обл., Красноармейский район, д. Арсентьевка, ул. Ленина, д. 4", 52.626557, 49.997024,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-krasnoarmeiski-raion/ooo-korovkino-inn-6375191795-ogrn-1066375005927-79d030d320094a70be1bb327c0a7d6a0
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""КРАСНАЯ ЗВЕЗДА""",СПК КРАСНАЯ ЗВЕЗДА,6369000442,"446596, Самарская обл., Исаклинский район, с. Новое Ганькино, ул. Центральная, д. 3", 53.948510, 51.843158,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/koop-krasnaya-zvezda-inn-6369000442-ogrn-1026303657126-e0ccbfe2879c429a83be101e23b09c9b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКИЙ БРОЙЛЕР""",ООО САМАРСКИЙ БРОЙЛЕР,6372027081,"446332, Самарская обл, м.р-н Кинель-Черкасский, с.п. Садгород, тер. Птицефабрики, зд. 2", 53.464434, 51.475508,01.47,Разведение сельскохозяйственной птицы,https://spark-interfax.ru/samarskaya-oblast-kinel-cherkasski-raion/ooo-samarski-broiler-inn-6372027081-ogrn-1236300001398-f35f31117c390470e053249aa8c0dd23
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (КОЛХОЗ) ""ЛУЧ ИЛЬИЧА""",СПК (КОЛХОЗ) ЛУЧ ИЛЬИЧА,6366003438,"446688, Самарская обл., Борский район, с. Языково, ул. Кооперативная, д. 101", 53.274287, 52.041641,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-borski-raion/kolkhoz-luch-ilicha-inn-6366003438-ogrn-1026303399176-2833941766bd4ca7b1ee1a96436b1424
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЭКОПРОДУКТ""",ООО СХП ЭКОПРОДУКТ,6377016132,"446415, Самарская обл., Кинельский район, с. Богдановка, ул. Андреевская, д. 10 ком. 1", 53.320007, 50.884327,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/ooo-skhp-ekoprodukt-inn-6377016132-ogrn-1136377000100-2e4e982b73fa4f08a607a70c5270a518
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕЧЕРСКОЕ""",ООО ПЕЧЕРСКОЕ,6325080384,"446084, Самарская обл, м.р-н Сызранский, с.п. Печерское, с Печерское, ул Самарская, зд. 28Б", 53.241008, 48.996620,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-syzranski-raion/ooo-pecherskoe-inn-6325080384-ogrn-1246300028237-a181814745124f5c90f2f3b1c3572545
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГРОФИРМА ""ВОЛЖСКИЙ БЕРЕГ""",ООО АГРОФИРМА ВОЛЖСКИЙ БЕРЕГ,6325039989,"446736, Самарская обл, м.р-н Шигонский, с.п. Волжский Утес, с Комаровка, ул Лесная, двлд. 9", 53.311163, 49.141113,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/ooo-volzhski-bereg-inn-6325039989-ogrn-1066325016152-f9868a711dab44f69152d3d87edc8751
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСАВТО""",ООО ИСАВТО,6325067175,"446026, Самарская обл., г. Сызрань, ул. Фридриха Энгельса, д. 2 кв. 70", 53.163128, 48.482426,49.31.2,Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-isavto-inn-6325067175-ogrn-1156313055216-3904720d33cd4725a067c3399646697c
"ОБЩЕСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДОБРОВОЛЬНАЯ ПОЖАРНАЯ КОМАНДА САМАРСКОЙ ОБЛАСТИ""",ДПК САМАРСКОЙ ОБЛАСТИ,1126300002575,"443100, Самарская обл., г. Самара, ул. Невская, д. 3 офис 603", 53.210432, 50.125708,84.25.9,Деятельность по обеспечению безопасности в чрезвычайных ситуациях прочая,https://spark-interfax.ru/samarskaya-oblast-samara/ouch-dpk-samarskoi-oblasti-inn-6317700549-ogrn-1126300002575-6906d9595d12226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА""",ООО ИСКРА,6357941614,"446472, Самарская обл., Похвистневский район, с. Старый Аманак, ул. Шулайкина, д. 106", 53.704491, 51.976175,10.13.1,"Производство соленого, вареного, запеченого, копченого, вяленого и прочего мяса",https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/ooo-iskra-inn-6357941614-ogrn-1026303314608-3a2bdd8346844290942c34948b4771e7
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАГОТОВИТЕЛЬ""",ООО ЗАГОТОВИТЕЛЬ,6381008751,"446800, Самарская обл., Кошкинский район, с. Кошки, ул. 60 Лет Октября, д. 43А", 54.205790, 50.467547,46.1,Торговля оптовая за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-koshkinski-raion/ooo-zagotovitel-inn-6381008751-ogrn-1046303161002-6a67c3891a4949e59b69f2f1a6f0efb4
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""КУВАКСКАЯ ЦЫПОЧКА""",КФХ КУВАКСКАЯ ЦЫПОЧКА,1236300011309,"446933, Самарская обл, м.р-н Шенталинский, с.п. Каменка, с Новый Кувак, ул Журавлева, д. 26, кв. 1", 54.460288, 51.880901,01.47,Разведение сельскохозяйственной птицы,https://spark-interfax.ru/samarskaya-oblast-shentalinski-raion/kfkh-kuvakskaya-tsypochka-inn-6381022548-ogrn-1236300011309-fa85e7943c8760aae053259aa8c0afc5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ДИРЕКЦИЯ МЕЖВУЗОВСКОГО КАМПУСА САМАРСКОЙ ОБЛАСТИ""",АНО ДИРЕКЦИЯ КАМПУСА,1236300036334,"443031, Самарская обл, г.о. Самара, вн.р-н Кировский, г Самара, ул Демократическая, соор. 57, ком. А1.240, А1.053", 53.284702, 50.227078,82.11,Деятельность административно-хозяйственная комплексная по обеспечению работы организации,https://spark-interfax.ru/samarskaya-oblast-samara/ano-direktsiya-kampusa-inn-6312218081-ogrn-1236300036334-0dc676ae5c1d2078e063259aa8c06e29
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОДК-КУЗНЕЦОВ""",ПАО ОДК-КУЗНЕЦОВ,6319033379,"443022, Самарская обл., г. Самара, шоссе Заводское, д. 29", 53.194558, 50.245411,30.30.11,Производство двигателей летательных аппаратов с искровым зажиганием и их частей,https://spark-interfax.ru/samarskaya-oblast-samara/pao-odk-kuznetsov-inn-6319033379-ogrn-1026301705374-70833f90ed3442eebfa4edb1a27129ad
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИААГРЕГАТ""",АО АВИААГРЕГАТ,6319031396,"443009, Самарская обл., г. Самара, шоссе Заводское, д. 55", 53.194558, 50.245411,30.30.5,Производство частей и принадлежностей летательных и космических аппаратов,https://spark-interfax.ru/samarskaya-oblast-samara/ao-aviaagregat-inn-6319031396-ogrn-1026301708575-bb2f55a341f64d96ac75da8e459f2a8f
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛЮТ""",АО САЛЮТ,6313034986,"443028, Самарская обл., г. Самара, шоссе Московское (П Мехзавод), д. 20", 53.294874, 50.286090,25.40,Производство оружия и боеприпасов,https://spark-interfax.ru/samarskaya-oblast-samara/ao-salyut-inn-6313034986-ogrn-1026300840983-c749790400234201a6bcf6889e9432e6
"САМАРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""САМАРСКИЙ КВН""",СРОО САМАРСКИЙ КВН,1066300004462,"443068, Самарская обл, г.о. Самара, вн.р-н Октябрьский, г Самара, ул Ново-Садовая, д. 106, этаж 2, ком. 38", 53.217169, 50.148994,94.99,"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",https://spark-interfax.ru/samarskaya-oblast-samara/oo-samarski-kvn-inn-6316108474-ogrn-1066300004462-6906d957c315226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ШАМС""",КФХ ШАМС,1236300011530,"443536, Самарская обл, м.р-н Волжский, с.п. Черноречье, с Николаевка, ул Рабочая, д. 15/1", 53.161823, 50.372709,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/kfkh-shams-inn-6330099831-ogrn-1236300011530-fa85e79439d860aae053259aa8c0afc5
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ШИГОНСКАЯ ПАСЕКА""",КФХ ШИГОНСКАЯ ПАСЕКА,1236300011276,"446048, Самарская обл, м.р-н Шигонский, с.п. Тайдаково, д Левашовка, ул Советская, д. 11А", 53.467890, 48.907747,01.49.1,Пчеловодство,https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/kfkh-shigonskaya-paseka-inn-6325078804-ogrn-1236300011276-fa85e79431f860aae053259aa8c0afc5
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""СУЛТАНГУЛОВСКИЙ КАРТОФЕЛЬ""",КФХ СУЛТАНГУЛОВСКИЙ КАРТОФЕЛЬ,1236300011287,"446497, Самарская обл, м.р-н Похвистневский, с.п. Рысайкино, с Султангулово, ул Победы, д. 19А", 53.792135, 52.294918,01.13.31,Выращивание картофеля,https://spark-interfax.ru/samarskaya-oblast-pokhvistnevski-raion/kfkh-sultangulovski-kartofel-inn-6372027130-ogrn-1236300011287-fa85e79431fa60aae053259aa8c0afc5
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТОЛЬЯТТИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""","ФГБОУ ВО ТОЛЬЯТТИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ТОЛЬЯТТИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ТГУ",1036300997567,"445020, Самарская обл., г. Тольятти, ул. Белорусская, д. 14", 53.500719, 49.397892,85.22,Образование высшее,https://spark-interfax.ru/samarskaya-oblast-tolyatti/fgbu-tolyattinski-gosudarstvenny-universitet-tolyattinski-gosudarstvenny-universitet-tgu-inn-6320013673-ogrn-1036300997567-6906d9583b88226ae0531b9aa8c04bb6
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ПРОГРЕСС""",КФХ ПРОГРЕСС,1246300004390,"445541, Самарская обл, м.р-н Приволжский, с.п. Ильмень, п Ильмень, ул Западная, д. 6, кв. 2", 52.905605, 48.742588,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-privolzhski-raion/kfkh-progress-inn-6330101456-ogrn-1246300004390-11a02cef37b15857e063259aa8c0e4e8
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧУРАЧИКСКОЕ""",АО ЧУРАЧИКСКОЕ,2116475127,"429524, Чувашская Республика - Чувашия, Чебоксарский район, д. Корак-Чурачики, ул. Совхозная, д. 4", 55.998067, 46.943943,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksarski-raion/ao-churachikskoe-inn-2116475127-ogrn-1052135011114-406d166a3f0640d7a1169458775a1233
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""",ООО РОДИНА,2119006003,"429071, Чувашская Республика - Чувашия, Ядринский район, д. Верхние Ирзеи, ул. Центральная, д. 49", 56.077240, 46.512043,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yadrinski-raion/ooo-rodina-inn-2119006003-ogrn-1145243001958-3e60f0e61af34b55bfb8746ec9945804
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ Г. ЧЕБОКСАРЫ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",БУ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ Г. ЧЕБОКСАРЫ МИНТРУДА ЧУВАШИИ,1132130010044,"428027, Чувашская Республика - Чувашия, г. Чебоксары, ул. Хузангая, д. 29 А", 56.090604, 47.280060,87.90,Деятельность по уходу с обеспечением проживания прочая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/gbu-sotsialno-reabilitatsionny-tsentr-dlya-nesovershennoletnikh-g-cheboksary-mintruda-chuvashii-inn-2130123293-ogrn-1-6906d9b1f896226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА ""КОЛОС""",ООО АФ КОЛОС,2117021870,"429174, Чувашская Республика - Чувашия, Шемуршинский район, д. Малое Буяново, ул. Карла Маркса, д. 34", 54.869544, 47.634270,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-shemurshinski-raion/ooo-af-kolos-inn-2117021870-ogrn-1112132000023-23724385d4f949859b02606619302529
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВУРНАРЕЦ""",ООО ВУРНАРЕЦ,2127022464,"429915, Чувашская Республика - Чувашия, Цивильский район, с. Игорвары", 55.777699, 47.659404,01.47,Разведение сельскохозяйственной птицы,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-tsivilski-raion/ooo-vurnarets-inn-2127022464-ogrn-1022100971903-b8350d5557144965bc53d7c5bedeb9de
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЫБХОЗ ""КИРЯ""",ООО РЫБХОЗ КИРЯ,2113004345,"429030, Чувашская Республика - Чувашия, Порецкий район, с. Кудеиха, ул. Ленина, д. 100", 55.223513, 46.416477,03.2,Рыбоводство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-poretski-raion/ooo-kirya-inn-2113004345-ogrn-1122138000434-f6766a7e46914844b912a90a5b8a9566
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИРМА АККОНД-АГРО""",АО ФИРМА АККОНД-АГРО,2121000217,"429290, Чувашская Республика - Чувашия, Янтиковский район, с. Янтиково, ул. Чапаева, д. 1", 55.509973, 47.778536,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yantikovski-raion/ao-firma-akkond-agro-inn-2121000217-ogrn-1022102229742-97919e36ee894b85a3a832d0b46421b0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДУБОВКА""",ООО ДУБОВКА,2108006001,"429140, Чувашская Республика - Чувашия, Комсомольский район, д. Дубовка, ул. Овражная, д. 12", 55.309334, 47.534909,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/ooo-dubovka-inn-2108006001-ogrn-1042132001746-8be90a15a8ef4b5faf0286e5d2c521c9
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ЛУЧ""",СХПК ЛУЧ,1022101831905,"429145, Чувашская Республика - Чувашия, Комсомольский район, д. Нижнее Тимерчеево, пер. Хозяйственный, д. 1", 55.184182, 47.385981,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/koop-luch-inn-2108001860-ogrn-1022101831905-1b599697d2bc40dfb2623a9f8d271d25
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЦЕНТР РАЗВИТИЯ КУЛЬТУРЫ И БИБЛИОТЕЧНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ПЕРВОМАЙСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ БАТЫРЕВСКОГО РАЙОНА ЧУВАШСКОЙ РЕСПУБЛИКИ""",БУК ЦЕНТР РАЗВИТИЯ КУЛЬТУРЫ И БИБЛИОТЕЧНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ПЕРВОМАЙСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ,1082132000576,"429364, Чувашская Республика - Чувашия, Батыревский район, с. Первомайское, ул. Ворошилова, д. 16", 55.079291, 47.357137,99999,99999,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/mbu-tsentr-razvitiya-kultury-i-bibliotechnogo-obsluzhivaniya-naseleniya-pervomaiskogo-selskogo-poseleniya-inn-2-6906d9b1dd52226ae0531b9aa8c04bb6
"КОЛХОЗ ""ИСКРА""",КОЛХОЗ ИСКРА,1022101828990,"429152, Чувашская Республика - Чувашия, Комсомольский район, д. Починок-Инели, ул. Комсомольская, д. 49", 55.275688, 47.682526,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/kolkhoz-iskra-inn-2108000539-ogrn-1022101828990-fcafcfb9d81549a596e37d2b1ced34e9
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ТРУД""",СХПК ТРУД,2108001780,"429155, Чувашская Республика - Чувашия, Комсомольский район, с. Чурачики, ул. Ленина, д. 26", 55.214599, 47.431667,01.1,Выращивание однолетних культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/koop-trud-inn-2108001780-ogrn-1022101829750-067c4d3fa703423e966cbb7b1f2d92fc
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""РОДИНА""",ООО КФХ РОДИНА,2108006040,"429152, Чувашская Республика - Чувашия, Комсомольский район, д. Новый Сундырь, ул. Смирнова, д. 1", 55.296650, 47.657187,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-komsomolski-raion/ooo-kfkh-rodina-inn-2108006040-ogrn-1042132001977-faced214764b41d685d645f292c7c822
"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ Г. ЧЕБОКСАРЫ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",АУ КЦСОН Г. ЧЕБОКСАРЫ МИНТРУДА ЧУВАШИИ,1132130008856,"428031, Чувашская Республика - Чувашия, г. Чебоксары, ул. 324 Стрелковой Дивизии, д. 21 к. А", 56.100869, 47.291421,87.90,Деятельность по уходу с обеспечением проживания прочая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/gau-ktsson-g-cheboksary-mintruda-chuvashii-inn-2130122116-ogrn-1132130008856-6906d9b1f866226ae0531b9aa8c04bb6
